sample_name,sample_index,crop_top,crop_left,selection_source_bucket,context_size,context_available,loss_crop_size,A0_context_PSNR,teacher_fullslice_PSNR,teacher_delta_vs_A0_context,A0_context_gap_vs_crop256,A0_context_gap_vs_fullimage,alpha,alpha_label,p05,CVaR5,negative
1896_0.7_0.8.png,993,5,301,easy_top25_by_p1_table_A0,256,True,256,44.94287109375,48.6464729309082,3.703601837158203,0.0,-0.2747001647949219,0.375,a0p375,,,False
1896_0.7_0.8.png,993,5,301,easy_top25_by_p1_table_A0,256,True,256,44.94287109375,49.87702178955078,4.934150695800781,0.0,-0.2747001647949219,0.5,a0p5,,,False
1896_0.7_0.8.png,993,5,301,easy_top25_by_p1_table_A0,384,True,256,45.54121017456055,48.6464729309082,3.1052627563476562,0.5983390808105469,0.323638916015625,0.375,a0p375,,,False
1896_0.7_0.8.png,993,5,301,easy_top25_by_p1_table_A0,384,True,256,45.54121017456055,49.87702178955078,4.335811614990234,0.5983390808105469,0.323638916015625,0.5,a0p5,,,False
1896_0.7_0.8.png,993,5,301,easy_top25_by_p1_table_A0,512,False,256,,48.6464729309082,,,,0.375,a0p375,,,False
1896_0.7_0.8.png,993,5,301,easy_top25_by_p1_table_A0,512,False,256,,49.87702178955078,,,,0.5,a0p5,,,False
1896_0.7_0.8.png,993,5,301,easy_top25_by_p1_table_A0,768,False,256,,48.6464729309082,,,,0.375,a0p375,,,False
1896_0.7_0.8.png,993,5,301,easy_top25_by_p1_table_A0,768,False,256,,49.87702178955078,,,,0.5,a0p5,,,False
1896_0.7_0.8.png,993,5,301,easy_top25_by_p1_table_A0,full_image_slice,True,256,45.21757125854492,48.6464729309082,3.4289016723632812,0.2747001647949219,0.0,0.375,a0p375,,,False
1896_0.7_0.8.png,993,5,301,easy_top25_by_p1_table_A0,full_image_slice,True,256,45.21757125854492,49.87702178955078,4.659450531005859,0.2747001647949219,0.0,0.5,a0p5,,,False
2370_0.65_1.01.png,1521,218,268,easy_top25_by_p1_table_A0,256,True,256,45.98817443847656,45.7984619140625,-0.1897125244140625,0.0,2.6130599975585938,0.375,a0p375,,,True
2370_0.65_1.01.png,1521,218,268,easy_top25_by_p1_table_A0,256,True,256,45.98817443847656,46.368431091308594,0.38025665283203125,0.0,2.6130599975585938,0.5,a0p5,,,False
2370_0.65_1.01.png,1521,218,268,easy_top25_by_p1_table_A0,384,True,256,42.761268615722656,45.7984619140625,3.0371932983398438,-3.2269058227539062,-0.6138458251953125,0.375,a0p375,,,False
2370_0.65_1.01.png,1521,218,268,easy_top25_by_p1_table_A0,384,True,256,42.761268615722656,46.368431091308594,3.6071624755859375,-3.2269058227539062,-0.6138458251953125,0.5,a0p5,,,False
2370_0.65_1.01.png,1521,218,268,easy_top25_by_p1_table_A0,512,False,256,,45.7984619140625,,,,0.375,a0p375,,,False
2370_0.65_1.01.png,1521,218,268,easy_top25_by_p1_table_A0,512,False,256,,46.368431091308594,,,,0.5,a0p5,,,False
2370_0.65_1.01.png,1521,218,268,easy_top25_by_p1_table_A0,768,False,256,,45.7984619140625,,,,0.375,a0p375,,,False
