low_size,K,mapper,family,index,name,anchor_psnr,oracle_gain,output_gain,P_benefit,proxy_score,M_safe_mean,coeff_mse_norm,coeff_mae_norm,coeff_corr,sign_accuracy,pred_true_coeff_norm_ratio,weighted_field_l1,nn_distance,confidence_proxy,kernel_confidence
32,16,convir_spatial_kernel_knn_5,convir_spatial_kernel_knn,206,1187_0.82_1.57.png,40.15753936767578,2.296875,-2.2050933837890625,1.0,1.0,0.270302951335907,2.8631184632619515,1.697667051211076,-0.8250112533569336,0.3125,0.7683113217353821,0.018351342584101295,41.925533294677734,0.02329615786331974,0.20525123178958893
32,16,convir_spatial_kernel_knn_5,convir_spatial_kernel_knn,204,1185_0.94_1.35.png,39.97091293334961,2.5237083435058594,-1.5760154724121094,1.0,1.0,0.28948575258255005,1.6375194770359343,1.5476628445249467,-0.3048213720321655,0.4375,0.5376585721969604,0.01557801080557499,37.804229736328125,0.025770386547933722,0.2045571506023407
32,16,convir_spatial_kernel_knn_5,convir_spatial_kernel_knn,248,1224_0.87_0.77.png,40.241790771484375,0.6631698608398438,-0.11235427856445312,1.0,0.9996371269226074,0.08145435154438019,0.8317091796502121,1.1510053872908013,0.49194663763046265,0.4375,0.7019352316856384,0.01084333422252328,29.64495277404785,0.03263180098116729,0.2086961567401886
32,16,convir_spatial_kernel_knn_5,convir_spatial_kernel_knn,245,1221_0.76_0.69.png,39.40924072265625,0.25000762939453125,-0.06473541259765625,1.0,0.9961631298065186,0.030548909679055214,0.6773914820087099,0.9546897366948814,0.7288604378700256,0.625,0.27623119950294495,0.011403751523435939,28.770465850830078,0.03359033765244615,0.21396401524543762
32,16,convir_spatial_kernel_knn_5,convir_spatial_kernel_knn,170,1154_0.96_0.62.png,44.20916748046875,0.26007080078125,-0.03936767578125,1.0,0.9955796599388123,0.03663298487663269,1.497592002491088,1.3719494468149651,0.4579372704029083,0.5625,1.2793015241622925,0.007063429830059619,32.36534881591797,0.029971213713879088,0.2114029824733734
32,16,convir_spatial_kernel_knn_5,convir_spatial_kernel_knn,213,1193_0.97_1.06.png,39.367794036865234,0.7452163696289062,-0.032108306884765625,1.0,0.9999575614929199,0.09147374331951141,1.8702467329359478,1.1149061132526854,-0.24461829662322998,0.625,0.7174963355064392,0.008723002983552119,27.67637062072754,0.03487191643691447,0.21548329293727875
32,16,convir_spatial_kernel_knn_5,convir_spatial_kernel_knn,226,1204_0.79_1.15.png,39.638465881347656,0.5391273498535156,-0.022449493408203125,1.0,0.9992645382881165,0.06792836636304855,5.503156651203488,1.922877985653482,-0.30084261298179626,0.4375,1.8434743881225586,0.010080330708649625,32.088199615478516,0.030222254810509677,0.21704335510730743
32,16,convir_spatial_kernel_knn_5,convir_spatial_kernel_knn,153,1139_0.58_1.05.png,39.92860412597656,0.061126708984375,0.01090240478515625,1.0,0.9986294507980347,0.007366647012531757,1.6564309070882104,1.2241033374998709,0.2788281738758087,0.625,1.0437822341918945,0.006438450841614125,34.591552734375,0.028096554467942077,0.21085676550865173
32,16,convir_spatial_kernel_knn_5,convir_spatial_kernel_knn,249,1225_0.98_0.8.png,40.43241882324219,0.16626358032226562,0.0146942138671875,1.0,0.9985482096672058,0.020504839718341827,1.4658647124840347,1.255139232786337,0.4447653889656067,0.4375,1.22525155544281,0.008069922784187548,31.01836395263672,0.03123207673818855,0.21101447939872742
32,16,convir_spatial_kernel_knn_5,convir_spatial_kernel_knn,139,1126_0.73_0.82.png,40.25669860839844,0.21416854858398438,0.0329132080078125,1.0,0.9986003041267395,0.028175506740808487,0.4135270160396853,0.8474253161334125,0.8075239658355713,0.5625,1.066913366317749,0.007355745287469896,29.11799430847168,0.03320274217990396,0.21540899574756622
32,16,convir_spatial_kernel_knn_5,convir_spatial_kernel_knn,200,1181_0.57_1.2.png,43.34961700439453,0.4224128723144531,0.037242889404296875,1.0,0.9995423555374146,0.0593438595533371,2.6843572787563885,1.2287792334586776,-0.5287972688674927,0.625,0.8658261895179749,0.010142700690864027,38.21815490722656,0.025498394872618912,0.24279020726680756
32,16,convir_spatial_kernel_knn_5,convir_spatial_kernel_knn,230,1208_0.63_0.83.png,41.218048095703125,0.16279220581054688,0.061573028564453125,1.0,0.9999092817306519,0.02353825233876705,2.3126923747164985,1.3617960613401061,-0.09887505322694778,0.5,1.0940213203430176,0.010632116002718177,32.88383483886719,0.029512598109259117,0.20690493285655975
32,16,convir_spatial_kernel_knn_5,convir_spatial_kernel_knn,169,1153_0.71_0.99.png,43.1990966796875,0.2693328857421875,0.07370376586914062,1.0,0.9958741068840027,0.037759531289339066,1.5103249814263884,1.3102517625720829,0.3157010078430176,0.4375,1.101167917251587,0.004319276562690097,31.995458602905273,0.030307201122276545,0.2156040370464325
32,16,convir_spatial_kernel_knn_5,convir_spatial_kernel_knn,208,1189_0.64_0.88.png,40.080223083496094,0.845367431640625,0.07711029052734375,1.0,0.9999792575836182,0.09913918375968933,1.5988052828348982,1.2214956881760337,-0.40799054503440857,0.5,0.46545305848121643,0.010007313601974483,47.23937225341797,0.020729954667458295,0.23837070167064667
32,16,convir_spatial_kernel_knn_5,convir_spatial_kernel_knn,146,1132_0.75_0.84.png,44.972110748291016,0.6857109069824219,0.07772445678710938,1.0,0.9999891519546509,0.09120235592126846,0.39627587677382264,0.8816617767413838,0.7791416049003601,0.6875,0.763289213180542,0.004790934745151332,23.285152435302734,0.04117742322861949,0.2110590636730194
32,16,convir_spatial_kernel_knn_5,convir_spatial_kernel_knn,211,1191_0.97_0.75.png,40.636653900146484,1.4227027893066406,0.12247848510742188,1.0,0.9999958276748657,0.16907848417758942,2.3380481526562407,1.2964138242592158,0.3047718107700348,0.5,1.5229638814926147,0.006385788003060786,48.30145263671875,0.020283378004469176,0.21205615997314453
32,16,convir_spatial_kernel_knn_5,convir_spatial_kernel_knn,203,1184_0.56_0.9.png,43.46466827392578,0.18091583251953125,0.13756561279296875,1.0,0.9974160194396973,0.02416927181184292,3.6120723466877123,1.2609081383419556,-0.496030330657959,0.625,1.1847302913665771,0.00891410992867653,40.04356384277344,0.024364355976267654,0.20768146216869354
