low_size,K,mapper,family,split,confidence_key,direction,threshold,gate_pass,count,open_count,keep_count,open_keep_count,initial_weighted_delta_l1,projection_weighted_delta_l1,weighted_delta_l1_drop,mean_output_gain,mean_oracle_gain,oracle_recovery,hard_bottom25_output_gain,hard_bottom25_oracle_gain,easy_top25_output_gain,strong_reference_cut_psnr,strong_reference_regressions,severe_regressions
32,16,convir_spatial_kernel_knn_5,convir_spatial_kernel_knn,mini_val,kernel_confidence,high,0.20616498440504072,False,128,114,115,102,0.0124299576794458,0.011043614652646954,0.11153240119966823,0.31081362068653107,1.1876385807991028,0.26170724470520323,0.5716843008995056,1.3572521209716797,0.16637790203094482,39.136597633361816,2,5
32,16,convir_spatial_kernel_knn_5,convir_spatial_kernel_knn,mini_val,kernel_confidence,high,0.2082728147506714,False,128,114,102,89,0.0124299576794458,0.01083419431752908,0.12838043403441973,0.2899598926305771,1.1876385807991028,0.24414825967970621,0.537936270236969,1.3572521209716797,0.13341081142425537,39.136597633361816,2,3
32,16,convir_spatial_kernel_knn_5,convir_spatial_kernel_knn,mini_val,kernel_confidence,high,0.21034177988767624,False,128,114,89,78,0.0124299576794458,0.010614669980812674,0.14604134184904657,0.2770043760538101,1.1876385807991028,0.23323962401712117,0.5241766571998596,1.3572521209716797,0.10969376564025879,39.136597633361816,1,1
32,16,convir_spatial_kernel_knn_5,convir_spatial_kernel_knn,mini_val,kernel_confidence,high,0.21139425933361056,False,128,114,77,68,0.0124299576794458,0.010806411159897687,0.13061561120459905,0.23064781725406647,1.1876385807991028,0.19420707695339018,0.5016829371452332,1.3572521209716797,0.08195948600769043,39.136597633361816,1,1
32,16,convir_spatial_kernel_knn_5,convir_spatial_kernel_knn,mini_val,kernel_confidence,high,0.21397731453180313,False,128,114,64,55,0.0124299576794458,0.01106157567785488,0.11008742240962563,0.19099654257297516,1.1876385807991028,0.16082042606300573,0.4014572501182556,1.3572521209716797,0.08138525485992432,39.136597633361816,0,1
32,16,convir_spatial_kernel_knn_5,convir_spatial_kernel_knn,mini_val,kernel_confidence,high,0.21581459045410156,False,128,114,51,43,0.0124299576794458,0.011137285291802483,0.10399652363908543,0.16667214035987854,1.1876385807991028,0.14033910909810052,0.3681555986404419,1.3572521209716797,0.07091593742370605,39.136597633361816,0,1
32,16,convir_spatial_kernel_knn_5,convir_spatial_kernel_knn,mini_val,kernel_confidence,high,0.21796400994062423,False,128,114,39,34,0.0124299576794458,0.011410265366698076,0.08203505909226783,0.1471385359764099,1.1876385807991028,0.12389167744736596,0.33273983001708984,1.3572521209716797,0.0716174840927124,39.136597633361816,0,1
32,16,convir_spatial_kernel_knn_5,convir_spatial_kernel_knn,mini_val,kernel_confidence,high,0.22086922228336334,False,128,114,26,24,0.0124299576794458,0.012113527711310136,0.02545704308059816,0.07069717347621918,1.1876385807991028,0.05952751503630892,0.2015635371208191,1.3572521209716797,0.017312288284301758,39.136597633361816,0,1
32,16,convir_spatial_kernel_knn_5,convir_spatial_kernel_knn,mini_val,kernel_confidence,high,0.23261393159627913,True,128,114,13,13,0.0124299576794458,0.012026745848192497,0.032438713119679774,0.05656015872955322,1.1876385807991028,0.0476240496426924,0.15658283233642578,1.3572521209716797,0.013959169387817383,39.136597633361816,0,0
32,16,convir_spatial_kernel_knn_5,convir_spatial_kernel_knn,mini_val,kernel_confidence,high,0.24402246326208116,True,128,114,7,7,0.0124299576794458,0.012114632850089992,0.025368133785139926,0.04129102826118469,1.1876385807991028,0.03476733488516517,0.12178516387939453,1.3572521209716797,0.0,39.136597633361816,0,0
32,16,convir_spatial_kernel_knn_5,convir_spatial_kernel_knn,mini_val,proxy_score,high,0.00010834353132702037,False,128,114,128,114,0.0124299576794458,0.011327302030144246,0.08870952562653595,0.3013232499361038,1.1876385807991028,0.25371628608878505,0.5568369030952454,1.3572521209716797,0.05647885799407959,39.136597633361816,4,8
32,16,convir_spatial_kernel_knn_5,convir_spatial_kernel_knn,mini_val,proxy_score,high,0.00010834453132702038,False,128,114,128,114,0.0124299576794458,0.011327302030144246,0.08870952562653595,0.3013232499361038,1.1876385807991028,0.25371628608878505,0.5568369030952454,1.3572521209716797,0.05647885799407959,39.136597633361816,4,8
32,16,convir_spatial_kernel_knn_5,convir_spatial_kernel_knn,mini_val,proxy_score,high,0.009353946009650827,False,128,114,123,114,0.0124299576794458,0.011327302030144246,0.08870952562653595,0.3013232499361038,1.1876385807991028,0.25371628608878505,0.5568369030952454,1.3572521209716797,0.05647885799407959,39.136597633361816,4,8
32,16,convir_spatial_kernel_knn_5,convir_spatial_kernel_knn,mini_val,proxy_score,high,0.8549517691135406,False,128,114,118,114,0.0124299576794458,0.011327302030144246,0.08870952562653595,0.3013232499361038,1.1876385807991028,0.25371628608878505,0.5568369030952454,1.3572521209716797,0.05647885799407959,39.136597633361816,4,8
32,16,convir_spatial_kernel_knn_5,convir_spatial_kernel_knn,mini_val,proxy_score,high,0.9969148635864258,False,128,114,109,109,0.0124299576794458,0.011301760927836677,0.09076432765935412,0.29917044937610626,1.1876385807991028,0.25190361294494945,0.5568369030952454,1.3572521209716797,0.04928791522979736,39.136597633361816,3,8
32,16,convir_spatial_kernel_knn_5,convir_spatial_kernel_knn,mini_val,proxy_score,high,0.998932421207428,False,128,114,100,100,0.0124299576794458,0.011299448475724925,0.09095036627439909,0.2863336354494095,1.1876385807991028,0.2410949257447917,0.5444387793540955,1.3572521209716797,0.02947843074798584,39.136597633361816,3,8
32,16,convir_spatial_kernel_knn_5,convir_spatial_kernel_knn,mini_val,proxy_score,high,0.999591875076294,False,128,114,90,90,0.0124299576794458,0.011310048509179483,0.09009758513644829,0.269687220454216,1.1876385807991028,0.22707852777295,0.5429777503013611,1.3572521209716797,0.02901613712310791,39.136597633361816,3,8
32,16,convir_spatial_kernel_knn_5,convir_spatial_kernel_knn,mini_val,proxy_score,high,0.9999033808708191,False,128,114,81,81,0.0124299576794458,0.011419334125765464,0.08130547019894567,0.2548889219760895,1.1876385807991028,0.21461825684762398,0.513878345489502,1.3572521209716797,0.032314300537109375,39.136597633361816,2,8
32,16,convir_spatial_kernel_knn_5,convir_spatial_kernel_knn,mini_val,proxy_score,high,0.9999611854553222,False,128,114,72,72,0.0124299576794458,0.011412980522872875,0.08181662261445995,0.2372550070285797,1.1876385807991028,0.19977037700218753,0.5008500814437866,1.3572521209716797,0.01274728775024414,39.136597633361816,2,8
32,16,convir_spatial_kernel_knn_5,convir_spatial_kernel_knn,mini_val,proxy_score,high,0.9999876499176026,False,128,114,62,62,0.0124299576794458,0.011416703466710358,0.08151710881614352,0.21534474194049835,1.1876385807991028,0.18132178039854818,0.4510580897331238,1.3572521209716797,-0.0141679048538208,39.136597633361816,2,8
32,16,convir_spatial_kernel_knn_5,convir_spatial_kernel_knn,mini_val,proxy_score,high,0.9999955415725708,False,128,114,53,53,0.0124299576794458,0.01165303292210082,0.06250421581319655,0.18639780580997467,1.1876385807991028,0.156948257511605,0.37997883558273315,1.3572521209716797,-0.019949913024902344,39.136597633361816,2,8
32,16,convir_spatial_kernel_knn_5,convir_spatial_kernel_knn,mini_val,proxy_score,high,0.9999985337257384,False,128,114,41,41,0.0124299576794458,0.012233280088397426,0.01582286892043091,0.13299785554409027,1.1876385807991028,0.11198512552076462,0.21563094854354858,1.3572521209716797,-0.023777365684509277,39.136597633361816,2,7
32,16,convir_spatial_kernel_knn_5,convir_spatial_kernel_knn,mini_val,proxy_score,high,0.9999994456768035,False,128,114,34,34,0.0124299576794458,0.012310404247059628,0.009618168900435231,0.11218325793743134,1.1876385807991028,0.09445908860753649,0.17954474687576294,1.3572521209716797,-0.07266807556152344,39.136597633361816,2,6
32,16,convir_spatial_kernel_knn_5,convir_spatial_kernel_knn,mini_val,proxy_score,high,1.0,False,128,114,20,20,0.0124299576794458,0.012584551711435282,-0.012437213060276016,0.041651174426078796,1.1876385807991028,0.03507058047748314,0.068980872631073,1.3572521209716797,-0.09989619255065918,39.136597633361816,2,6
32,16,convir_spatial_kernel_knn_5,convir_spatial_kernel_knn,mini_val,M_safe_mean,high,0.00041096630274148284,False,128,114,128,114,0.0124299576794458,0.011327302030144246,0.08870952562653595,0.3013232499361038,1.1876385807991028,0.25371628608878505,0.5568369030952454,1.3572521209716797,0.05647885799407959,39.136597633361816,4,8
32,16,convir_spatial_kernel_knn_5,convir_spatial_kernel_knn,mini_val,M_safe_mean,high,0.00041096730274148285,False,128,114,128,114,0.0124299576794458,0.011327302030144246,0.08870952562653595,0.3013232499361038,1.1876385807991028,0.25371628608878505,0.5568369030952454,1.3572521209716797,0.05647885799407959,39.136597633361816,4,8
32,16,convir_spatial_kernel_knn_5,convir_spatial_kernel_knn,mini_val,M_safe_mean,high,0.005545914452522993,False,128,114,121,114,0.0124299576794458,0.011327302030144246,0.08870952562653595,0.3013232499361038,1.1876385807991028,0.25371628608878505,0.5568369030952454,1.3572521209716797,0.05647885799407959,39.136597633361816,4,8
32,16,convir_spatial_kernel_knn_5,convir_spatial_kernel_knn,mini_val,M_safe_mean,high,0.013221526611596344,False,128,114,115,113,0.0124299576794458,0.011327725169827984,0.08867548370180457,0.3012380748987198,1.1876385807991028,0.2536445681109751,0.5568369030952454,1.3572521209716797,0.05613815784454346,39.136597633361816,4,8
32,16,convir_spatial_kernel_knn_5,convir_spatial_kernel_knn,mini_val,M_safe_mean,high,0.03498384431004524,False,128,114,102,101,0.0124299576794458,0.011321158855734592,0.08920374890292021,0.29665564000606537,1.1876385807991028,0.24978612584853935,0.5568369030952454,1.3572521209716797,0.04503583908081055,39.136597633361816,3,8
32,16,convir_spatial_kernel_knn_5,convir_spatial_kernel_knn,mini_val,M_safe_mean,high,0.06566771119832993,False,128,114,89,89,0.0124299576794458,0.011307561651113655,0.09029765484947234,0.28588055074214935,1.1876385807991028,0.24071342524911457,0.5543933510780334,1.3572521209716797,0.01600480079650879,39.136597633361816,3,8
32,16,convir_spatial_kernel_knn_5,convir_spatial_kernel_knn,mini_val,M_safe_mean,high,0.09861857891082762,False,128,114,77,77,0.0124299576794458,0.011305617005286985,0.09045410315579971,0.27603407204151154,1.1876385807991028,0.23242262124541455,0.5432985424995422,1.3572521209716797,0.010318398475646973,39.136597633361816,2,8
32,16,convir_spatial_kernel_knn_5,convir_spatial_kernel_knn,mini_val,M_safe_mean,high,0.14037173241376877,False,128,114,64,64,0.0124299576794458,0.011345170416322877,0.08727199972021861,0.24143745005130768,1.1876385807991028,0.20329202330969784,0.5249127745628357,1.3572521209716797,-0.01659679412841797,39.136597633361816,2,8
32,16,convir_spatial_kernel_knn_5,convir_spatial_kernel_knn,mini_val,M_safe_mean,high,0.17401087880134583,False,128,114,51,51,0.0124299576794458,0.011453046116719661,0.07859331366361459,0.21646849811077118,1.1876385807991028,0.18226799096162766,0.47259074449539185,1.3572521209716797,-0.023777365684509277,39.136597633361816,2,8
32,16,convir_spatial_kernel_knn_5,convir_spatial_kernel_knn,mini_val,M_safe_mean,high,0.22203804403543473,False,128,114,39,39,0.0124299576794458,0.01198775561229566,0.035575508666563414,0.1399955004453659,1.1876385807991028,0.11787719151997396,0.28479844331741333,1.3572521209716797,-0.05100548267364502,39.136597633361816,2,8
32,16,convir_spatial_kernel_knn_5,convir_spatial_kernel_knn,mini_val,M_safe_mean,high,0.2491475343704223,False,128,114,26,26,0.0124299576794458,0.01219935651851394,0.018552047149217793,0.09588271379470825,1.1876385807991028,0.08073391631500684,0.17049431800842285,1.3572521209716797,-0.06926894187927246,39.136597633361816,2,6
32,16,convir_spatial_kernel_knn_5,convir_spatial_kernel_knn,mini_val,M_safe_mean,high,0.30412018001079555,False,128,114,13,13,0.0124299576794458,0.012247328484415525,0.014692664266449676,0.06603249907493591,1.1876385807991028,0.0555998265318275,0.0901186466217041,1.3572521209716797,0.0,39.136597633361816,0,3
32,16,convir_spatial_kernel_knn_5,convir_spatial_kernel_knn,mini_val,M_safe_mean,high,0.36020959913730627,False,128,114,7,7,0.0124299576794458,0.012432626531147198,-0.00021471124602547403,0.0227368026971817,1.1876385807991028,0.01914454705730698,0.030630409717559814,1.3572521209716797,0.0,39.136597633361816,0,2
32,16,convir_spatial_kernel_knn_5,convir_spatial_kernel_knn,mini_val,pred_abs_mean,high,0.0024546335230191947,False,128,114,128,114,0.0124299576794458,0.011327302030144246,0.08870952562653595,0.3013232499361038,1.1876385807991028,0.25371628608878505,0.5568369030952454,1.3572521209716797,0.05647885799407959,39.136597633361816,4,8
32,16,convir_spatial_kernel_knn_5,convir_spatial_kernel_knn,mini_val,pred_abs_mean,high,0.0024546345230191946,False,128,114,128,114,0.0124299576794458,0.011327302030144246,0.08870952562653595,0.3013232499361038,1.1876385807991028,0.25371628608878505,0.5568369030952454,1.3572521209716797,0.05647885799407959,39.136597633361816,4,8
32,16,convir_spatial_kernel_knn_5,convir_spatial_kernel_knn,mini_val,pred_abs_mean,high,0.0034721286036074163,False,128,114,121,109,0.0124299576794458,0.01132800310362836,0.08865312370609542,0.29975725710392,1.1876385807991028,0.2523977091601624,0.5568369030952454,1.3572521209716797,0.05370926856994629,39.136597633361816,4,8
32,16,convir_spatial_kernel_knn_5,convir_spatial_kernel_knn,mini_val,pred_abs_mean,high,0.003907918487675488,False,128,114,115,105,0.0124299576794458,0.011336447185158437,0.08797379061841815,0.2980376034975052,1.1876385807991028,0.25094974878381815,0.5535855889320374,1.3572521209716797,0.04966890811920166,39.136597633361816,4,8
32,16,convir_spatial_kernel_knn_5,convir_spatial_kernel_knn,mini_val,pred_abs_mean,high,0.004542394913733006,False,128,114,102,93,0.0124299576794458,0.01136940534107389,0.08532228071263999,0.2891044169664383,1.1876385807991028,0.24342794318109331,0.5532482266426086,1.3572521209716797,0.026284337043762207,39.136597633361816,3,8
32,16,convir_spatial_kernel_knn_5,convir_spatial_kernel_knn,mini_val,pred_abs_mean,high,0.005018836306408048,False,128,114,89,84,0.0124299576794458,0.011483556920817662,0.07613869516169855,0.2739896923303604,1.1876385807991028,0.23070123921539026,0.5416857600212097,1.3572521209716797,0.01802372932434082,39.136597633361816,3,8
32,16,convir_spatial_kernel_knn_5,convir_spatial_kernel_knn,mini_val,pred_abs_mean,high,0.006150508020073175,False,128,114,77,73,0.0124299576794458,0.011413051811690207,0.0818108873722998,0.26849697530269623,1.1876385807991028,0.22607633302215394,0.538356363773346,1.3572521209716797,0.02376842498779297,39.136597633361816,2,7
32,16,convir_spatial_kernel_knn_5,convir_spatial_kernel_knn,mini_val,pred_abs_mean,high,0.008474424481391907,False,128,114,64,61,0.0124299576794458,0.011540549690536571,0.07155358142368863,0.24395136535167694,1.1876385807991028,0.2054087575931848,0.5368953347206116,1.3572521209716797,0.024469971656799316,39.136597633361816,2,7
32,16,convir_spatial_kernel_knn_5,convir_spatial_kernel_knn,mini_val,pred_abs_mean,high,0.009428254887461664,False,128,114,51,48,0.0124299576794458,0.011506504919970373,0.07429251034397728,0.22955544292926788,1.1876385807991028,0.1932872901239125,0.532513439655304,1.3572521209716797,0.06092512607574463,39.136597633361816,1,4
32,16,convir_spatial_kernel_knn_5,convir_spatial_kernel_knn,mini_val,pred_abs_mean,high,0.010902410093694925,False,128,114,39,37,0.0124299576794458,0.01156967889191825,0.06921011396121722,0.18249286711215973,1.1876385807991028,0.15366027178855152,0.4902486205101013,1.3572521209716797,0.05353820323944092,39.136597633361816,1,4
32,16,convir_spatial_kernel_knn_5,convir_spatial_kernel_knn,mini_val,pred_abs_mean,high,0.012114480137825012,False,128,114,26,25,0.0124299576794458,0.011585453588362446,0.06794102706237104,0.1477735936641693,1.1876385807991028,0.12442640046666371,0.4074007272720337,1.3572521209716797,0.03985607624053955,39.136597633361816,1,2
32,16,convir_spatial_kernel_knn_5,convir_spatial_kernel_knn,mini_val,pred_abs_mean,high,0.013393020443618299,True,128,114,13,13,0.0124299576794458,0.011569765791876869,0.0692031227903009,0.10860270261764526,1.1876385807991028,0.09144423595987587,0.31795966625213623,1.3572521209716797,0.027228116989135742,39.136597633361816,0,0
32,16,convir_spatial_kernel_knn_5,convir_spatial_kernel_knn,mini_val,pred_abs_mean,high,0.014553557010367514,True,128,114,7,7,0.0124299576794458,0.011858843777850134,0.04594656846982359,0.06910519301891327,1.1876385807991028,0.05818705634538736,0.2104368805885315,1.3572521209716797,0.0,39.136597633361816,0,0
32,16,convir_spatial_kernel_knn_5,convir_spatial_kernel_knn,mini_val,nn_distance,low,24.62965831756592,True,128,114,7,7,0.0124299576794458,0.012373909723873974,0.004509102687011362,0.015076309442520142,1.1876385807991028,0.012694358103772651,-0.002106189727783203,1.3572521209716797,0.002428889274597168,39.136597633361816,0,0
32,16,convir_spatial_kernel_knn_5,convir_spatial_kernel_knn,mini_val,nn_distance,low,26.70636024475098,True,128,114,13,13,0.0124299576794458,0.012126319578415269,0.02442792717891774,0.04628288745880127,1.1876385807991028,0.03897051527886524,0.0511164665222168,1.3572521209716797,0.002428889274597168,39.136597633361816,0,0
32,16,convir_spatial_kernel_knn_5,convir_spatial_kernel_knn,mini_val,nn_distance,low,28.19307518005371,False,128,114,26,24,0.0124299576794458,0.011742052348432617,0.055342532030555856,0.069342240691185,1.1876385807991028,0.05838665214507267,0.14027351140975952,1.3572521209716797,0.0014255046844482422,39.136597633361816,0,1
32,16,convir_spatial_kernel_knn_5,convir_spatial_kernel_knn,mini_val,nn_distance,low,30.009889411926267,False,128,114,39,35,0.0124299576794458,0.011619948362903058,0.0651658949637596,0.08652959764003754,1.1876385807991028,0.07285852702917085,0.17829900979995728,1.3572521209716797,-0.00286710262298584,39.136597633361816,2,1
32,16,convir_spatial_kernel_knn_5,convir_spatial_kernel_knn,mini_val,nn_distance,low,31.917099761962888,False,128,114,51,47,0.0124299576794458,0.011642287197473837,0.0633687179220615,0.09951223433017731,1.1876385807991028,0.08378999801709076,0.19449812173843384,1.3572521209716797,0.003006577491760254,39.136597633361816,2,2
32,16,convir_spatial_kernel_knn_5,convir_spatial_kernel_knn,mini_val,nn_distance,low,33.889394760131836,False,128,114,64,60,0.0124299576794458,0.011651504457084006,0.06262718204174143,0.13732193410396576,1.1876385807991028,0.11562602994218045,0.2745559811592102,1.3572521209716797,0.08695900440216064,39.136597633361816,2,3
32,16,convir_spatial_kernel_knn_5,convir_spatial_kernel_knn,mini_val,nn_distance,low,35.74181213378906,False,128,114,77,68,0.0124299576794458,0.011527506875505139,0.07260288628600527,0.17114777863025665,1.1876385807991028,0.1441076278568686,0.35966700315475464,1.3572521209716797,0.1227954626083374,39.136597633361816,2,3
32,16,convir_spatial_kernel_knn_5,convir_spatial_kernel_knn,mini_val,nn_distance,low,37.779038238525395,False,128,114,89,77,0.0124299576794458,0.01143811982359211,0.07979414583959489,0.2098192721605301,1.1876385807991028,0.17666929615856128,0.4071041941642761,1.3572521209716797,0.1227954626083374,39.136597633361816,2,3
32,16,convir_spatial_kernel_knn_5,convir_spatial_kernel_knn,mini_val,nn_distance,low,39.00038833618164,False,128,114,102,90,0.0124299576794458,0.011396500604485571,0.08314244518057815,0.25304941833019257,1.1876385807991028,0.21306938189893446,0.4071041941642761,1.3572521209716797,0.08284974098205566,39.136597633361816,3,4
32,16,convir_spatial_kernel_knn_5,convir_spatial_kernel_knn,mini_val,nn_distance,low,42.19001770019531,False,128,114,115,101,0.0124299576794458,0.011267996870358721,0.09348067298801017,0.28473010659217834,1.1876385807991028,0.23974474322027975,0.463950514793396,1.3572521209716797,0.04688858985900879,39.136597633361816,4,5
32,16,convir_spatial_kernel_knn_5,convir_spatial_kernel_knn,mini_val,nn_distance,low,46.5909595489502,False,128,114,121,107,0.0124299576794458,0.011131377099664053,0.10447184240450655,0.29846854507923126,1.1876385807991028,0.25131260461276583,0.5244134068489075,1.3572521209716797,0.050241708755493164,39.136597633361816,4,6
32,16,convir_spatial_kernel_knn_5,convir_spatial_kernel_knn,mini_val,nn_distance,low,57.82787322998047,False,128,114,128,114,0.0124299576794458,0.011327302030144246,0.08870952562653595,0.3013232499361038,1.1876385807991028,0.25371628608878505,0.5568369030952454,1.3572521209716797,0.05647885799407959,39.136597633361816,4,8
32,16,convir_spatial_kernel_knn_5,convir_spatial_kernel_knn,mini_val,nn_distance,low,57.82787328022315,False,128,114,128,114,0.0124299576794458,0.011327302030144246,0.08870952562653595,0.3013232499361038,1.1876385807991028,0.25371628608878505,0.5568369030952454,1.3572521209716797,0.05647885799407959,39.136597633361816,4,8
32,16,convir_spatial_kernel_knn_9,convir_spatial_kernel_knn,mini_val,confidence_proxy,high,0.016998743729231002,False,128,114,128,114,0.0124299576794458,0.010795769515464952,0.1314717399789015,0.27243344485759735,1.1876385807991028,0.22939086794762972,0.5210924744606018,1.3572521209716797,0.062145113945007324,39.136597633361816,4,6
32,16,convir_spatial_kernel_knn_9,convir_spatial_kernel_knn,mini_val,confidence_proxy,high,0.016998744729231,False,128,114,128,114,0.0124299576794458,0.010795769515464952,0.1314717399789015,0.27243344485759735,1.1876385807991028,0.22939086794762972,0.5210924744606018,1.3572521209716797,0.062145113945007324,39.136597633361816,4,6
32,16,convir_spatial_kernel_knn_9,convir_spatial_kernel_knn,mini_val,confidence_proxy,high,0.021019726245766597,False,128,114,121,107,0.0124299576794458,0.010810342717241182,0.1302993142834924,0.25662554800510406,1.1876385807991028,0.2160805081226256,0.4947335124015808,1.3572521209716797,0.055818796157836914,39.136597633361816,4,6
32,16,convir_spatial_kernel_knn_9,convir_spatial_kernel_knn,mini_val,confidence_proxy,high,0.02315353716172107,False,128,114,115,101,0.0124299576794458,0.0109903435048072,0.11581810749196271,0.24113729596138,1.1876385807991028,0.20303929146452177,0.4320554733276367,1.3572521209716797,0.05187332630157471,39.136597633361816,4,5
32,16,convir_spatial_kernel_knn_9,convir_spatial_kernel_knn,mini_val,confidence_proxy,high,0.024999786003421415,False,128,114,102,90,0.0124299576794458,0.011132054053049116,0.1044173809652546,0.21390236914157867,1.1876385807991028,0.18010729240343004,0.37757784128189087,1.3572521209716797,0.06611597537994385,39.136597633361816,3,4
32,16,convir_spatial_kernel_knn_9,convir_spatial_kernel_knn,mini_val,confidence_proxy,high,0.025787189564869823,False,128,114,89,77,0.0124299576794458,0.011116286703417584,0.10568587680716762,0.18565769493579865,1.1876385807991028,0.1563250789738397,0.37757784128189087,1.3572521209716797,0.1042860746383667,39.136597633361816,2,3
