low_size,K,mapper,family,group,count,mean_output_gain,mean_oracle_gain,mean_corr,mean_coeff_mse_norm,mean_nn_distance
32,16,global_kernel_knn_5,global_kernel_knn,open_easy,36,0.07879055870903863,0.8228113386366103,0.28202808865656454,1.6561505545778037,5.6324740692766175
32,16,global_kernel_knn_5,global_kernel_knn,open_hard,62,0.6002220646027596,1.4197130818520822,0.6683519659263473,0.5976993319058153,3.692210992437697
32,16,global_kernel_knn_9,global_kernel_knn,closed_easy,28,0.0,0.0,,0.0,1000000.1964285715
32,16,global_kernel_knn_9,global_kernel_knn,closed_hard,2,0.0,0.0,,0.0,1000000.3125
32,16,global_kernel_knn_9,global_kernel_knn,middle,128,0.2078026831150055,1.0300968289375305,0.3138603142568104,0.9559019762330535,171879.28513584068
32,16,global_kernel_knn_9,global_kernel_knn,open_easy,36,0.08480877346462673,0.8228113386366103,0.2548399339947436,1.3247902406544476,5.6324740692766175
32,16,global_kernel_knn_9,global_kernel_knn,open_hard,62,0.49580570959275766,1.4197130818520822,0.6464058210652682,0.6359577954930231,3.692210992437697
32,32,global_zero_field,global_zero,closed_easy,28,0.0,0.0,,0.0,1000000.1964285715
32,32,global_zero_field,global_zero,closed_hard,2,0.0,0.0,,0.0,1000000.3125
32,32,global_zero_field,global_zero,middle,128,0.0,1.0300968289375305,,0.828125,171879.28513584068
32,32,global_zero_field,global_zero,open_easy,36,0.0,0.8228113386366103,,1.0,5.6324740692766175
32,32,global_zero_field,global_zero,open_hard,62,0.0,1.4197130818520822,,1.0,3.692210992437697
32,32,global_mean_coeff,global_mean,closed_easy,28,0.0,0.0,,246473908.1915468,1000000.1964285715
32,32,global_mean_coeff,global_mean,closed_hard,2,0.0,0.0,,246473908.1915468,1000000.3125
32,32,global_mean_coeff,global_mean,middle,128,0.15486040711402893,1.0300968289375305,0.22702729140044814,42362703.802076265,171879.28513584068
32,32,global_mean_coeff,global_mean,open_easy,36,0.10319667392306858,0.8228113386366103,0.20393579779192805,0.9861976988518649,5.6324740692766175
32,32,global_mean_coeff,global_mean,open_hard,62,0.1814291246475712,1.4197130818520822,0.296796505534721,1.0059035111448205,3.692210992437697
32,32,global_ridge_0.01,global_ridge,closed_easy,28,0.0,0.0,,75438553533184.2,1000000.1964285715
32,32,global_ridge_0.01,global_ridge,closed_hard,2,0.0,0.0,,121327503204345.7,1000000.3125
32,32,global_ridge_0.01,global_ridge,middle,128,0.02449411153793335,1.0300968289375305,0.4545867948810447,7826722125821.633,171879.28513584068
32,32,global_ridge_0.01,global_ridge,open_easy,36,-0.08290216657850477,0.8228113386366103,0.3159059857716784,20.785120627990054,5.6324740692766175
32,32,global_ridge_0.01,global_ridge,open_hard,62,0.8119129365490328,1.4197130818520822,0.6902713437729906,2.3016335522560993,3.692210992437697
32,32,global_ridge_0.1,global_ridge,closed_easy,28,0.0,0.0,,43259509280540.18,1000000.1964285715
32,32,global_ridge_0.1,global_ridge,closed_hard,2,0.0,0.0,,68384349822998.05,1000000.3125
32,32,global_ridge_0.1,global_ridge,middle,128,0.04321959614753723,1.0300968289375305,0.42604433766891303,4454420100554.449,171879.28513584068
32,32,global_ridge_0.1,global_ridge,open_easy,36,-0.03331110212537977,0.8228113386366103,0.3234986848741149,12.064805907787346,5.6324740692766175
32,32,global_ridge_0.1,global_ridge,open_hard,62,0.808432517513152,1.4197130818520822,0.7014329633525302,1.599117638071832,3.692210992437697
32,32,global_ridge_1,global_ridge,closed_easy,28,0.0,0.0,,35748837377842.78,1000000.1964285715
32,32,global_ridge_1,global_ridge,closed_hard,2,0.0,0.0,,57316352844238.28,1000000.3125
32,32,global_ridge_1,global_ridge,middle,128,0.06735950708389282,1.0300968289375305,0.38649931610979243,3699042808745.1577,171879.28513584068
32,32,global_ridge_1,global_ridge,open_easy,36,0.05286418067084418,0.8228113386366103,0.32718964924828875,6.896236369464376,5.6324740692766175
32,32,global_ridge_1,global_ridge,open_hard,62,0.8046182201754662,1.4197130818520822,0.7063085863483138,1.1805682586306445,3.692210992437697
32,32,global_ridge_10,global_ridge,closed_easy,28,0.0,0.0,,27978653217399.758,1000000.1964285715
32,32,global_ridge_10,global_ridge,closed_hard,2,0.0,0.0,,45280763626098.63,1000000.3125
32,32,global_ridge_10,global_ridge,middle,128,0.11335182189941406,1.0300968289375305,0.3526905365903282,2903291799327.1147,171879.28513584068
32,32,global_ridge_10,global_ridge,open_easy,36,0.07159826490614149,0.8228113386366103,0.30010434499450234,3.812520144326778,5.6324740692766175
32,32,global_ridge_10,global_ridge,open_hard,62,0.7245542772354618,1.4197130818520822,0.7032441115494997,0.8784282941692799,3.692210992437697
32,32,global_pls_4,global_pls,closed_easy,28,0.0,0.0,,3722784771126.6284,1000000.1964285715
32,32,global_pls_4,global_pls,closed_hard,2,0.0,0.0,,5704916954040.527,1000000.3125
32,32,global_pls_4,global_pls,middle,128,0.23643457889556885,1.0300968289375305,0.2763482412715434,382595983347.82776,171879.28513584068
32,32,global_pls_4,global_pls,open_easy,36,0.0704837375217014,0.8228113386366103,0.20149745973240998,1.9043588207142854,5.6324740692766175
32,32,global_pls_4,global_pls,open_hard,62,0.514800533171623,1.4197130818520822,0.5931196389419418,0.6903036491631321,3.692210992437697
32,32,global_pls_8,global_pls,closed_easy,28,0.0,0.0,,5167736785769.063,1000000.1964285715
32,32,global_pls_8,global_pls,closed_hard,2,0.0,0.0,,8641388416290.283,1000000.3125
32,32,global_pls_8,global_pls,middle,128,0.21104171872138977,1.0300968289375305,0.2780977419559967,544599850496.164,171879.28513584068
32,32,global_pls_8,global_pls,open_easy,36,0.08549859788682726,0.8228113386366103,0.22312544018495828,1.8503144784157999,5.6324740692766175
32,32,global_pls_8,global_pls,open_hard,62,0.6089005316457441,1.4197130818520822,0.6311968416839298,0.6745916662305957,3.692210992437697
32,32,global_pls_16,global_pls,closed_easy,28,0.0,0.0,,35402175065562.4,1000000.1964285715
32,32,global_pls_16,global_pls,closed_hard,2,0.0,0.0,,58959009170532.23,1000000.3125
32,32,global_pls_16,global_pls,middle,128,0.08356675505638123,1.0300968289375305,0.2955810368623374,3709871532154.0825,171879.28513584068
32,32,global_pls_16,global_pls,open_easy,36,-0.050083160400390625,0.8228113386366103,0.240648882858093,4.331269030083508,5.6324740692766175
32,32,global_pls_16,global_pls,open_hard,62,0.7192997470978768,1.4197130818520822,0.6678342540417949,0.766988523882159,3.692210992437697
32,32,global_kernel_knn_5,global_kernel_knn,closed_easy,28,0.0,0.0,,0.0,1000000.1964285715
32,32,global_kernel_knn_5,global_kernel_knn,closed_hard,2,0.0,0.0,,0.0,1000000.3125
32,32,global_kernel_knn_5,global_kernel_knn,middle,128,0.2395516037940979,1.0300968289375305,0.37917618264739605,0.9936960672879246,171879.28513584068
32,32,global_kernel_knn_5,global_kernel_knn,open_easy,36,0.09714974297417535,0.8228113386366103,0.2942309322469454,1.6048653945555205,5.6324740692766175
32,32,global_kernel_knn_5,global_kernel_knn,open_hard,62,0.6162881543559413,1.4197130818520822,0.6773368772119284,0.6052463174942957,3.692210992437697
32,32,global_kernel_knn_9,global_kernel_knn,closed_easy,28,0.0,0.0,,0.0,1000000.1964285715
32,32,global_kernel_knn_9,global_kernel_knn,closed_hard,2,0.0,0.0,,0.0,1000000.3125
32,32,global_kernel_knn_9,global_kernel_knn,middle,128,0.21128180623054504,1.0300968289375305,0.3282529638535431,0.9303287090996443,171879.28513584068
32,32,global_kernel_knn_9,global_kernel_knn,open_easy,36,0.09260982937282985,0.8228113386366103,0.2599295557787021,1.3002841401384664,5.6324740692766175
32,32,global_kernel_knn_9,global_kernel_knn,open_hard,62,0.5045742834767988,1.4197130818520822,0.6525270122914545,0.6445368941767773,3.692210992437697
32,16,spatial_priors_zero_field,spatial_priors_zero,closed_easy,28,0.0,0.0,,0.0,4000000.0
32,16,spatial_priors_zero_field,spatial_priors_zero,closed_hard,2,0.0,0.0,,0.0,4000000.0
32,16,spatial_priors_zero_field,spatial_priors_zero,middle,128,0.0,1.0300968289375305,,0.828125,687505.9856127434
32,16,spatial_priors_zero_field,spatial_priors_zero,open_easy,36,0.0,0.8228113386366103,,1.0,10.019250878960722
32,16,spatial_priors_zero_field,spatial_priors_zero,open_hard,62,0.0,1.4197130818520822,,1.0,4.64873596481348
32,16,spatial_priors_mean_coeff,spatial_priors_mean,closed_easy,28,0.0,0.0,,420940486.94707453,4000000.0
32,16,spatial_priors_mean_coeff,spatial_priors_mean,closed_hard,2,0.0,0.0,,420940486.94707453,4000000.0
32,16,spatial_priors_mean_coeff,spatial_priors_mean,middle,128,0.15520629286766052,1.0300968289375305,0.22808568323698808,72349147.02466755,687505.9856127434
32,16,spatial_priors_mean_coeff,spatial_priors_mean,open_easy,36,0.10279856787787543,0.8228113386366103,0.2047326078431474,0.9776464420002616,10.019250878960722
32,16,spatial_priors_mean_coeff,spatial_priors_mean,open_hard,62,0.18162185915054813,1.4197130818520822,0.2976472381457326,1.005995133369327,4.64873596481348
32,16,spatial_priors_ridge_0.01,spatial_priors_ridge,closed_easy,28,0.0,0.0,,428306431176.9392,4000000.0
32,16,spatial_priors_ridge_0.01,spatial_priors_ridge,closed_hard,2,0.0,0.0,,3444093108177.185,4000000.0
32,16,spatial_priors_ridge_0.01,spatial_priors_ridge,middle,128,-0.2220056802034378,1.0300968289375305,0.3982309573044438,87194632635.36792,687505.9856127434
32,16,spatial_priors_ridge_0.01,spatial_priors_ridge,open_easy,36,-0.7108098136054145,0.8228113386366103,0.2512055858840338,145.89531744669873,10.019250878960722
32,16,spatial_priors_ridge_0.01,spatial_priors_ridge,open_hard,62,0.6143070651638892,1.4197130818520822,0.5075991056960887,4.826172799457793,4.64873596481348
32,16,spatial_priors_ridge_0.1,spatial_priors_ridge,closed_easy,28,0.0,0.0,,175270081896.86707,4000000.0
32,16,spatial_priors_ridge_0.1,spatial_priors_ridge,closed_hard,2,0.0,0.0,,1515985786914.8254,4000000.0
32,16,spatial_priors_ridge_0.1,spatial_priors_ridge,middle,128,0.2602432668209076,1.0300968289375305,0.40714823467797545,37487071882.32758,687505.9856127434
32,16,spatial_priors_ridge_0.1,spatial_priors_ridge,open_easy,36,-0.13232188754611546,0.8228113386366103,0.24911445741438204,48.45690494353345,10.019250878960722
32,16,spatial_priors_ridge_0.1,spatial_priors_ridge,open_hard,62,0.833187872363675,1.4197130818520822,0.5451782995594605,2.1049434868647734,4.64873596481348
32,16,spatial_priors_ridge_1,spatial_priors_ridge,closed_easy,28,0.0,0.0,,78935282537.71365,4000000.0
32,16,spatial_priors_ridge_1,spatial_priors_ridge,closed_hard,2,0.0,0.0,,298348739743.2327,4000000.0
32,16,spatial_priors_ridge_1,spatial_priors_ridge,middle,128,0.4616958796977997,1.0300968289375305,0.4456890088347894,11155257156.629099,687505.9856127434
32,16,spatial_priors_ridge_1,spatial_priors_ridge,open_easy,36,0.16898292965359157,0.8228113386366103,0.2861210283978532,10.031148218154156,10.019250878960722
32,16,spatial_priors_ridge_1,spatial_priors_ridge,open_hard,62,0.9104858213855375,1.4197130818520822,0.6027502291835845,0.6953939567539941,4.64873596481348
32,16,spatial_priors_ridge_10,spatial_priors_ridge,closed_easy,28,0.0,0.0,,48701047864.07735,4000000.0
32,16,spatial_priors_ridge_10,spatial_priors_ridge,closed_hard,2,0.0,0.0,,105532612651.58653,4000000.0
32,16,spatial_priors_ridge_10,spatial_priors_ridge,middle,128,0.4120238721370697,1.0300968289375305,0.4705446047866541,6469841512.864309,687505.9856127434
32,16,spatial_priors_ridge_10,spatial_priors_ridge,open_easy,36,0.16510391235351562,0.8228113386366103,0.30511375503718025,4.36656624812506,10.019250878960722
32,16,spatial_priors_ridge_10,spatial_priors_ridge,open_hard,62,0.876002803925545,1.4197130818520822,0.6665585796919561,0.4414606194902328,4.64873596481348
32,16,spatial_priors_pls_4,spatial_priors_pls,closed_easy,28,0.0,0.0,,16662371985.148638,4000000.0
32,16,spatial_priors_pls_4,spatial_priors_pls,closed_hard,2,0.0,0.0,,17168083228.170872,4000000.0
32,16,spatial_priors_pls_4,spatial_priors_pls,middle,128,0.24541693925857544,1.0300968289375305,0.33307912520941274,2308614620.39032,687505.9856127434
32,16,spatial_priors_pls_4,spatial_priors_pls,open_easy,36,0.0665790769788954,0.8228113386366103,0.16139895963068637,2.578670746600158,10.019250878960722
32,16,spatial_priors_pls_4,spatial_priors_pls,open_hard,62,0.5101506940780147,1.4197130818520822,0.48162967952028396,0.7213427410774215,4.64873596481348
32,16,spatial_priors_pls_8,spatial_priors_pls,closed_easy,28,0.0,0.0,,23553791156.570827,4000000.0
32,16,spatial_priors_pls_8,spatial_priors_pls,closed_hard,2,0.0,0.0,,23453971371.05465,4000000.0
32,16,spatial_priors_pls_8,spatial_priors_pls,middle,128,0.2781469523906708,1.0300968289375305,0.36945808369156746,3062141863.7900963,687505.9856127434
32,16,spatial_priors_pls_8,spatial_priors_pls,open_easy,36,0.09629684024386936,0.8228113386366103,0.23216367233544588,2.6175137910324375,10.019250878960722
32,16,spatial_priors_pls_8,spatial_priors_pls,open_hard,62,0.6402832154304751,1.4197130818520822,0.5488501448304423,0.6366815040222131,4.64873596481348
32,16,spatial_priors_pls_16,spatial_priors_pls,closed_easy,28,0.0,0.0,,37033393031.11923,4000000.0
32,16,spatial_priors_pls_16,spatial_priors_pls,closed_hard,2,0.0,0.0,,21595612168.312073,4000000.0
32,16,spatial_priors_pls_16,spatial_priors_pls,middle,128,0.306819885969162,1.0300968289375305,0.38926098851337676,4351160483.075336,687505.9856127434
32,16,spatial_priors_pls_16,spatial_priors_pls,open_easy,36,0.0913640128241645,0.8228113386366103,0.2640148794032737,3.6143160119730613,10.019250878960722
32,16,spatial_priors_pls_16,spatial_priors_pls,open_hard,62,0.7848827915806924,1.4197130818520822,0.6328838533992248,0.5240272132258597,4.64873596481348
32,16,spatial_priors_kernel_knn_5,spatial_priors_kernel_knn,closed_easy,28,0.0,0.0,,0.0,4000000.0
32,16,spatial_priors_kernel_knn_5,spatial_priors_kernel_knn,closed_hard,2,0.0,0.0,,0.0,4000000.0
32,16,spatial_priors_kernel_knn_5,spatial_priors_kernel_knn,middle,128,0.28676727414131165,1.0300968289375305,0.42783843580839875,0.856813725109207,687505.9856127434
32,16,spatial_priors_kernel_knn_5,spatial_priors_kernel_knn,open_easy,36,0.12760204739040798,0.8228113386366103,0.31320915397049653,1.4865846487162322,10.019250878960722
32,16,spatial_priors_kernel_knn_5,spatial_priors_kernel_knn,open_hard,62,0.7117256656769784,1.4197130818520822,0.6366686738967415,0.48660904032085345,4.64873596481348
32,16,spatial_priors_kernel_knn_9,spatial_priors_kernel_knn,closed_easy,28,0.0,0.0,,0.0,4000000.0
32,16,spatial_priors_kernel_knn_9,spatial_priors_kernel_knn,closed_hard,2,0.0,0.0,,0.0,4000000.0
32,16,spatial_priors_kernel_knn_9,spatial_priors_kernel_knn,middle,128,0.2409466803073883,1.0300968289375305,0.38339267627177936,0.861817106946837,687505.9856127434
32,16,spatial_priors_kernel_knn_9,spatial_priors_kernel_knn,open_easy,36,0.09288109673394097,0.8228113386366103,0.2560178211165799,1.3398389616822923,10.019250878960722
32,16,spatial_priors_kernel_knn_9,spatial_priors_kernel_knn,open_hard,62,0.5403370395783456,1.4197130818520822,0.5886060607078816,0.5857927612951075,4.64873596481348
32,32,spatial_priors_zero_field,spatial_priors_zero,closed_easy,28,0.0,0.0,,0.0,4000000.0
32,32,spatial_priors_zero_field,spatial_priors_zero,closed_hard,2,0.0,0.0,,0.0,4000000.0
32,32,spatial_priors_zero_field,spatial_priors_zero,middle,128,0.0,1.0300968289375305,,0.828125,687505.9856127434
32,32,spatial_priors_zero_field,spatial_priors_zero,open_easy,36,0.0,0.8228113386366103,,1.0,10.019250878960722
32,32,spatial_priors_zero_field,spatial_priors_zero,open_hard,62,0.0,1.4197130818520822,,1.0,4.64873596481348
32,32,spatial_priors_mean_coeff,spatial_priors_mean,closed_easy,28,0.0,0.0,,246473908.1915468,4000000.0
32,32,spatial_priors_mean_coeff,spatial_priors_mean,closed_hard,2,0.0,0.0,,246473908.1915468,4000000.0
32,32,spatial_priors_mean_coeff,spatial_priors_mean,middle,128,0.15486040711402893,1.0300968289375305,0.22702729140044814,42362703.802076265,687505.9856127434
32,32,spatial_priors_mean_coeff,spatial_priors_mean,open_easy,36,0.10319667392306858,0.8228113386366103,0.20393579779192805,0.9861976988518649,10.019250878960722
32,32,spatial_priors_mean_coeff,spatial_priors_mean,open_hard,62,0.1814291246475712,1.4197130818520822,0.296796505534721,1.0059035111448205,4.64873596481348
32,32,spatial_priors_ridge_0.01,spatial_priors_ridge,closed_easy,28,0.0,0.0,,235908682042.3337,4000000.0
32,32,spatial_priors_ridge_0.01,spatial_priors_ridge,closed_hard,2,0.0,0.0,,1827533125877.3804,4000000.0
32,32,spatial_priors_ridge_0.01,spatial_priors_ridge,middle,128,-0.24994058907032013,1.0300968289375305,0.4234360337415534,47434627929.92497,687505.9856127434
32,32,spatial_priors_ridge_0.01,spatial_priors_ridge,open_easy,36,-0.7271620432535807,0.8228113386366103,0.27466695409566455,135.1419841538689,10.019250878960722
32,32,spatial_priors_ridge_0.01,spatial_priors_ridge,open_hard,62,0.6187255305628623,1.4197130818520822,0.5249260215843548,4.976994020003379,4.64873596481348
32,32,spatial_priors_ridge_0.1,spatial_priors_ridge,closed_easy,28,0.0,0.0,,95893598727.08363,4000000.0
32,32,spatial_priors_ridge_0.1,spatial_priors_ridge,closed_hard,2,0.0,0.0,,787892073392.868,4000000.0
32,32,spatial_priors_ridge_0.1,spatial_priors_ridge,middle,128,0.25262436270713806,1.0300968289375305,0.43281928704006,20044396188.786125,687505.9856127434
32,32,spatial_priors_ridge_0.1,spatial_priors_ridge,open_easy,36,-0.1347135967678494,0.8228113386366103,0.27289050398394465,45.02793806097144,10.019250878960722
32,32,spatial_priors_ridge_0.1,spatial_priors_ridge,open_hard,62,0.8501855173418599,1.4197130818520822,0.5595972990812433,2.177219622609429,4.64873596481348
32,32,spatial_priors_ridge_1,spatial_priors_ridge,closed_easy,28,0.0,0.0,,42276911720.23437,4000000.0
32,32,spatial_priors_ridge_1,spatial_priors_ridge,closed_hard,2,0.0,0.0,,157724328339.09988,4000000.0
32,32,spatial_priors_ridge_1,spatial_priors_ridge,middle,128,0.4669254422187805,1.0300968289375305,0.4676237322877706,6051870192.524808,687505.9856127434
32,32,spatial_priors_ridge_1,spatial_priors_ridge,open_easy,36,0.18180486891004774,0.8228113386366103,0.3054262734432187,9.504347386742683,10.019250878960722
32,32,spatial_priors_ridge_1,spatial_priors_ridge,open_hard,62,0.9360977295906313,1.4197130818520822,0.6175014381747572,0.7252255866142158,4.64873596481348
32,32,spatial_priors_ridge_10,spatial_priors_ridge,closed_easy,28,0.0,0.0,,25836853210.68125,4000000.0
32,32,spatial_priors_ridge_10,spatial_priors_ridge,closed_hard,2,0.0,0.0,,55477395653.72467,4000000.0
32,32,spatial_priors_ridge_10,spatial_priors_ridge,middle,128,0.41992640495300293,1.0300968289375305,0.48723652801599426,3477100607.8139577,687505.9856127434
32,32,spatial_priors_ridge_10,spatial_priors_ridge,open_easy,36,0.1797877417670356,0.8228113386366103,0.3192908060607604,4.184228996546311,10.019250878960722
32,32,spatial_priors_ridge_10,spatial_priors_ridge,open_hard,62,0.9000341046241022,1.4197130818520822,0.6784719693204088,0.4579318166674156,4.64873596481348
32,32,spatial_priors_pls_4,spatial_priors_pls,closed_easy,28,0.0,0.0,,8247518271.6734705,4000000.0
32,32,spatial_priors_pls_4,spatial_priors_pls,closed_hard,2,0.0,0.0,,9189838077.872992,4000000.0
32,32,spatial_priors_pls_4,spatial_priors_pls,middle,128,0.23107782006263733,1.0300968289375305,0.31020727891580396,1197423991.5934155,687505.9856127434
32,32,spatial_priors_pls_4,spatial_priors_pls,open_easy,36,0.06645245022243923,0.8228113386366103,0.16412421824255338,2.282083770617862,10.019250878960722
32,32,spatial_priors_pls_4,spatial_priors_pls,open_hard,62,0.5038679799725932,1.4197130818520822,0.4638864210536403,0.7459666860117217,4.64873596481348
32,32,spatial_priors_pls_8,spatial_priors_pls,closed_easy,28,0.0,0.0,,10753948341.256805,4000000.0
32,32,spatial_priors_pls_8,spatial_priors_pls,closed_hard,2,0.0,0.0,,11487703770.399094,4000000.0
32,32,spatial_priors_pls_8,spatial_priors_pls,middle,128,0.273274302482605,1.0300968289375305,0.3547795124413481,1569936780.6151307,687505.9856127434
32,32,spatial_priors_pls_8,spatial_priors_pls,open_easy,36,0.08947351243760851,0.8228113386366103,0.21746912691742182,2.864913995053209,10.019250878960722
32,32,spatial_priors_pls_8,spatial_priors_pls,open_hard,62,0.6319285977271295,1.4197130818520822,0.5394640524661348,0.6664268545505849,4.64873596481348
32,32,spatial_priors_pls_16,spatial_priors_pls,closed_easy,28,0.0,0.0,,17009358121.348278,4000000.0
32,32,spatial_priors_pls_16,spatial_priors_pls,closed_hard,2,0.0,0.0,,12998602353.036404,4000000.0
32,32,spatial_priors_pls_16,spatial_priors_pls,middle,128,0.31393662095069885,1.0300968289375305,0.3938090391808523,2256130193.296117,687505.9856127434
32,32,spatial_priors_pls_16,spatial_priors_pls,open_easy,36,0.10188462999131945,0.8228113386366103,0.27440053369436,3.1818973757513866,10.019250878960722
32,32,spatial_priors_pls_16,spatial_priors_pls,open_hard,62,0.7880679715064264,1.4197130818520822,0.6383519771193424,0.5674919999649923,4.64873596481348
32,32,spatial_priors_kernel_knn_5,spatial_priors_kernel_knn,closed_easy,28,0.0,0.0,,0.0,4000000.0
32,32,spatial_priors_kernel_knn_5,spatial_priors_kernel_knn,closed_hard,2,0.0,0.0,,0.0,4000000.0
32,32,spatial_priors_kernel_knn_5,spatial_priors_kernel_knn,middle,128,0.2926427125930786,1.0300968289375305,0.4436264868193078,0.8266548948506925,687505.9856127434
