checkpoint_label,present,score,pass_count,check_count,all_checks_pass,decision,regular_mean_psnr_delta,regular_hard_bottom25_psnr_delta,regular_easy_top25_psnr_delta,regular_mean_ssim_delta,regular_positive_ratio,regular_worst_count_delta_le_-0p20,regular_strong_regression_ratio,hard_mean_psnr_delta,hard_hard_bottom25_psnr_delta,hard_easy_top25_psnr_delta,hard_mean_ssim_delta,hard_positive_ratio,hard_worst_count_delta_le_-0p20,hard_strong_regression_ratio
model_5,True,-16.962798445224763,0,9,False,DIAGNOSTIC_ONLY,-1.130582021077474,-0.6914777119954427,-1.6532083129882813,-0.0010854915777842205,0.15,235.0,0.9333333333333333,-0.5483049201965332,-0.6137805938720703,-0.5087124633789063,-0.0011606631676355998,0.2733333333333333,201.0,0.68
model_10,True,-25.555918004353842,0,9,False,DIAGNOSTIC_ONLY,-3.2190530840555827,-1.802497075398763,-4.6582786560058596,-0.0034665634234746297,0.056666666666666664,279.0,1.0,-1.7432003593444825,-1.622059809366862,-2.0573353576660156,-0.003599451979001363,0.12,254.0,0.8666666666666667
model_15,True,-32.70044175211589,0,9,False,DIAGNOSTIC_ONLY,-5.396186307271321,-3.0872348022460936,-7.493322092692058,-0.007094326019287109,0.013333333333333334,294.0,1.0,-3.192239793141683,-2.7515914154052736,-3.8722300211588543,-0.007217247486114502,0.056666666666666664,280.0,0.9466666666666667
model_20,True,-38.62180528450012,0,9,False,DIAGNOSTIC_ONLY,-7.357296187082927,-4.435271301269531,-9.740712153116862,-0.012047648032506308,0.006666666666666667,298.0,1.0,-4.693531150817871,-3.976835861206055,-5.653957951863607,-0.011961572567621866,0.03333333333333333,289.0,0.96
Best,True,-6.230599021116893,1,9,False,DIAGNOSTIC_ONLY,-0.05732199986775716,-0.1381214141845703,-0.03869206746419271,-0.00010794142882029216,0.4,88.0,0.52,-0.10084938685099284,-0.12353604634602865,-0.032416127522786456,-0.0001552104949951172,0.26,88.0,0.56
Final,True,-38.62180541324616,0,9,False,DIAGNOSTIC_ONLY,-7.3572962252298995,-4.435271301269531,-9.740712509155273,-0.01204764425754547,0.006666666666666667,298.0,1.0,-4.693531150817871,-3.976835861206055,-5.653957951863607,-0.01196157197157542,0.03333333333333333,289.0,0.96
