checkpoint_label,present,score,pass_count,check_count,all_checks_pass,decision,regular_mean_psnr_delta,regular_hard_bottom25_psnr_delta,regular_easy_top25_psnr_delta,regular_mean_ssim_delta,regular_positive_ratio,regular_worst_count_delta_le_-0p20,regular_strong_regression_ratio,hard_mean_psnr_delta,hard_hard_bottom25_psnr_delta,hard_easy_top25_psnr_delta,hard_mean_ssim_delta,hard_positive_ratio,hard_worst_count_delta_le_-0p20,hard_strong_regression_ratio
model_5,True,-18.372256453355156,0,9,False,DIAGNOSTIC_ONLY,-1.2023335965474446,-0.8530081431070964,-1.6347000122070312,-0.0011280343929926555,0.14,249.0,0.92,-0.6967447980244954,-0.8009964243570964,-0.6563357543945313,-0.001272202730178833,0.19333333333333333,220.0,0.76
model_10,True,-26.235826422373457,0,9,False,DIAGNOSTIC_ONLY,-3.334350668589274,-1.9393983713785807,-4.838675130208333,-0.003575603763262431,0.043333333333333335,282.0,1.0,-1.864957078297933,-1.7480032602945963,-2.1861178080240884,-0.0037771830956141155,0.10666666666666667,259.0,0.88
model_15,True,-32.86199188534419,0,9,False,DIAGNOSTIC_ONLY,-5.398716023763021,-3.1777015686035157,-7.411977996826172,-0.007080018917719523,0.013333333333333334,295.0,1.0,-3.251762968699137,-2.814280115763346,-3.9624761708577476,-0.007216776410738627,0.056666666666666664,282.0,0.9466666666666667
model_20,True,-38.740976742903385,0,9,False,DIAGNOSTIC_ONLY,-7.3317977587382,-4.6028387705485025,-9.597172292073568,-0.01192403256893158,0.006666666666666667,298.0,1.0,-4.767791372934977,-4.097684224446614,-5.688473688761393,-0.012049771547317505,0.03333333333333333,290.0,0.96
Best,True,-5.909501625537874,0,9,False,DIAGNOSTIC_ONLY,-0.04756870269775391,-0.1230486551920573,-0.0551885986328125,-9.080946445465088e-05,0.4066666666666667,88.0,0.5066666666666667,-0.07608336766560872,-0.1141875457763672,0.0010350545247395833,-0.00012278477350870768,0.31,81.0,0.48
Final,True,-38.74097705205281,0,9,False,DIAGNOSTIC_ONLY,-7.331797841389974,-4.6028387705485025,-9.59717259724935,-0.011924036741256715,0.006666666666666667,298.0,1.0,-4.767791353861491,-4.097684224446614,-5.688473688761393,-0.012049771547317505,0.03333333333333333,290.0,0.96
