variant,target_contract,name,threshold,hard_negative_pixels,ldhn_pixels,false_tail_rate,ldhn_recall,pred_high_coverage
f4_global_strat_control,global_target,1002_0.73_1.47.png,0.5031057000160217,47,1233,0.0,0.0,0.11279296875
f4_global_strat_control,global_target,1007_0.68_1.25.png,0.5031057000160217,17,259,0.0,0.08494208494208494,0.720703125
f4_global_strat_control,global_target,1012_0.85_1.28.png,0.5031057000160217,0,61,nan,0.0,0.625732421875
f4_global_strat_control,global_target,1016_0.8_1.72.png,0.5031057000160217,62,72,0.016129032258064516,0.09722222222222222,0.561279296875
f4_global_strat_control,global_target,1022_0.66_1.05.png,0.5031057000160217,636,487,0.0,0.0,0.044677734375
f4_global_strat_control,global_target,1023_0.5_1.87.png,0.5031057000160217,230,275,0.10434782608695652,0.05818181818181818,0.263916015625
f4_global_strat_control,global_target,1029_0.71_0.56.png,0.5031057000160217,583,614,0.0,0.0,0.025146484375
f4_global_strat_control,global_target,103_0.75_1.59.png,0.5031057000160217,0,786,nan,0.006361323155216285,0.4814453125
f4_global_strat_control,global_target,1042_0.91_0.56.png,0.5031057000160217,131,338,0.0,0.0,0.1943359375
f4_global_strat_control,global_target,1045_0.58_1.58.png,0.5031057000160217,2,456,0.0,0.27850877192982454,0.535888671875
f4_global_strat_control,global_target,1060_0.94_1.09.png,0.5031057000160217,1087,0,0.0,nan,0.273681640625
f4_global_strat_control,global_target,1064_0.54_0.97.png,0.5031057000160217,84,234,0.0,0.0,0.100830078125
f4_global_strat_control,global_target,1072_0.58_0.58.png,0.5031057000160217,690,96,0.0,0.0,0.017578125
f4_global_strat_control,global_target,1073_0.51_0.98.png,0.5031057000160217,573,743,0.0,0.0013458950201884253,0.01171875
f4_global_strat_control,global_target,1075_0.76_1.99.png,0.5031057000160217,16,439,0.0,0.04328018223234624,0.56787109375
f4_global_strat_control,global_target,1080_0.59_1.22.png,0.5031057000160217,32,373,0.0,0.0160857908847185,0.379150390625
f4_global_strat_control,global_target,1083_0.67_0.81.png,0.5031057000160217,367,35,0.0,0.02857142857142857,0.152099609375
f4_global_strat_control,global_target,1090_0.54_0.58.png,0.5031057000160217,272,227,0.0,0.0,0.00146484375
f4_global_strat_control,global_target,1096_0.72_0.86.png,0.5031057000160217,308,803,0.0,0.0,0.192138671875
f4_global_strat_control,global_target,1098_0.8_0.51.png,0.5031057000160217,691,835,0.0,0.0,0.0
f4_global_strat_control,global_target,1099_0.54_1.76.png,0.5031057000160217,277,1468,0.0,0.05858310626702997,0.048583984375
f4_global_strat_control,global_target,1102_0.65_0.94.png,0.5031057000160217,140,325,0.0,0.0,0.13671875
