threshold,coverage,recall,precision,false_global,false_per_image_mean,false_per_image_p90,false_per_image_p95,ldhn_recall,ldhn_precision,ldhn_per_image_recall_p50,ldhn_per_image_recall_p75,ldhn_per_image_recall_p90,ldhn_images_with_support,pearson,spearman,auroc,auprc,auroc_high_vs_hard_negative,monotonic_pairs,monotonic_valid_pairs,target_high_prevalence,variant,selected_threshold,target_coverage
0.43738746643066406,0.3056770833333333,0.38989146533281793,0.5424595863860965,0.0473720619598517,0.05761821612806257,0.18115942028985507,0.32202602230483274,0.13995102144283045,0.4816482318118087,0.01623931623931624,0.125,0.37252124645892354,599,0.2868388830789233,0.29970460342877375,0.6974356174748199,0.5396013884021774,0.8383259856739231,4,4,0.42529134114583333,density_only_matched_threshold_f4,0.43738746643066406,0.3026953125
