fam_name,gamma_mean,gamma_std,gamma_min,gamma_max,beta_mean,beta_std,beta_min,beta_max
FAM2,0.0007368436781689525,0.004020652733743191,-0.035660628229379654,0.028048735111951828,-0.0007014904986135662,0.0046411845833063126,-0.037033550441265106,0.03496300429105759
FAM2,0.0007368429214693606,0.004361361730843782,-0.043021924793720245,0.046598199754953384,-0.0007014886359684169,0.0048593515530228615,-0.044347602874040604,0.06890130043029785
FAM2,0.0007368461228907108,0.004377620294690132,-0.03818812966346741,0.05388278141617775,-0.0007014905568212271,0.004887364339083433,-0.03881154581904411,0.06581273674964905
FAM2,0.0007368477527052164,0.003957301843911409,-0.02774595282971859,0.026531530544161797,-0.0007014889852143824,0.004468994215130806,-0.028504513204097748,0.036099836230278015
FAM2,0.0007368493243120611,0.004283571150153875,-0.028833672404289246,0.03733139485120773,-0.0007014910224825144,0.004921755753457546,-0.03891754895448685,0.047211725264787674
FAM2,0.0007368438527919352,0.0040557351894676685,-0.029615432024002075,0.03527289628982544,-0.000701491953805089,0.004524757154285908,-0.039404917508363724,0.046242937445640564
FAM2,0.0007368450169451535,0.004399016499519348,-0.030593466013669968,0.03995120897889137,-0.0007014903239905834,0.0051953913643956184,-0.035123310983181,0.05504300817847252
FAM2,0.0007368462975136936,0.0038892109878361225,-0.03200874850153923,0.025627752766013145,-0.0007014928851276636,0.004466512240469456,-0.03705046698451042,0.04854371026158333
FAM2,0.0007368482765741646,0.004183946177363396,-0.03871668875217438,0.035094134509563446,-0.0007014906732365489,0.004835051018744707,-0.03296149522066116,0.042750295251607895
FAM2,0.0007368461810983717,0.003890183288604021,-0.03251579776406288,0.030244728550314903,-0.0007014918955974281,0.004314030986279249,-0.03182484582066536,0.041928984224796295
FAM2,0.0007368456572294235,0.00420710165053606,-0.033656392246484756,0.032430250197649,-0.0007014923030510545,0.004713478032499552,-0.0412440299987793,0.057673074305057526
FAM2,0.0007368448423221707,0.004003771115094423,-0.03730611130595207,0.027836453169584274,-0.0007014902657829225,0.004538986831903458,-0.033493638038635254,0.03765605762600899
FAM2,0.0007368478109128773,0.004160748794674873,-0.039075348526239395,0.030869510024785995,-0.0007014886359684169,0.004802030976861715,-0.03664982691407204,0.033770643174648285
FAM2,0.0007368485676124692,0.004072780255228281,-0.03278811275959015,0.03985989838838577,-0.0007014935836195946,0.004482309799641371,-0.03777461498975754,0.044180978089571
FAM2,0.0007368437945842743,0.003894404973834753,-0.0346255749464035,0.029078930616378784,-0.0007014866569079459,0.004349393770098686,-0.03779792785644531,0.041562262922525406
FAM2,0.0007368493243120611,0.004362799692898989,-0.03608987480401993,0.03919008746743202,-0.0007014904986135662,0.004786856006830931,-0.039121922105550766,0.057388000190258026
FAM2,0.0007368461228907108,0.004157609306275845,-0.03561219200491905,0.03960393741726875,-0.000701489916536957,0.00461782980710268,-0.04255027323961258,0.05299190431833267
FAM2,0.0007368429796770215,0.004115790594369173,-0.03438415005803108,0.04247932881116867,-0.0007014911971054971,0.00461360951885581,-0.03548569977283478,0.05468015745282173
FAM2,0.0007368479855358601,0.004232891369611025,-0.03709832578897476,0.036310918629169464,-0.000701493991073221,0.004777643363922834,-0.037122342735528946,0.049509476870298386
FAM2,0.0007368483929894865,0.004374817479401827,-0.03973189368844032,0.04780243709683418,-0.0007014933507889509,0.004851445555686951,-0.0467027872800827,0.06502208113670349
FAM2,0.0007368463557213545,0.00421156594529748,-0.038610342890024185,0.04673657938838005,-0.0007014962611719966,0.004616770427674055,-0.04474372789263725,0.06306211650371552
FAM2,0.0007368458318524063,0.004057492595165968,-0.030199002474546432,0.03253354877233505,-0.0007014906732365489,0.0044371443800628185,-0.03427315130829811,0.044345423579216
FAM2,0.0007368448423221707,0.004017521161586046,-0.049757219851017,0.040619514882564545,-0.0007014941656962037,0.00452343188226223,-0.047590501606464386,0.05206830054521561
FAM2,0.0007368477527052164,0.004498491995036602,-0.03755108639597893,0.04977035894989967,-0.0007014888105913997,0.005299080163240433,-0.0433497354388237,0.05994100496172905
FAM2,0.0007368482183665037,0.004738790914416313,-0.04719339683651924,0.04635613411664963,-0.000701487238984555,0.0054079205729067326,-0.050240904092788696,0.05876705050468445
FAM2,0.0007368476944975555,0.004371132701635361,-0.04360208287835121,0.04150133207440376,-0.0007014900911599398,0.004912455100566149,-0.04851018264889717,0.058323998004198074
FAM2,0.0007368462975136936,0.004264235030859709,-0.03214949741959572,0.03045513480901718,-0.0007014918373897672,0.004647284746170044,-0.036515012383461,0.04038666933774948
FAM2,0.0007368467631749809,0.0037589608691632748,-0.03690848499536514,0.028663046658039093,-0.0007014909060671926,0.004016864579170942,-0.038376182317733765,0.03563167527318001
FAM2,0.000736845366191119,0.003995254170149565,-0.037600211799144745,0.030910920351743698,-0.0007014911388978362,0.004443065263330936,-0.039534714072942734,0.04025614261627197
FAM2,0.0007368460646830499,0.004062531050294638,-0.0375712588429451,0.031626682728528976,-0.0007014896254986525,0.004708894994109869,-0.03384513407945633,0.04201320558786392
FAM2,0.0007368458318524063,0.0040682051330804825,-0.037472136318683624,0.03292539343237877,-0.0007014953880570829,0.00470457598567009,-0.03350980579853058,0.04431447386741638
FAM2,0.0007368449005298316,0.004034379031509161,-0.0336468443274498,0.028494635596871376,-0.0007014946895651519,0.00462366035208106,-0.03213866800069809,0.03111228719353676
FAM2,0.0007368495571427047,0.003989403136074543,-0.028464291244745255,0.03024361841380596,-0.0007014932343736291,0.004459537100046873,-0.03461766615509987,0.04892973229289055
FAM2,0.0007368463557213545,0.004247628152370453,-0.03920523449778557,0.04261116310954094,-0.0007014916627667844,0.0047745481133461,-0.05127118155360222,0.05910901725292206
FAM2,0.0007368457736447453,0.0037344135344028473,-0.029873359948396683,0.0307034719735384,-0.0007014923030510545,0.004144926555454731,-0.02875334583222866,0.030691388994455338
FAM2,0.0007368425722233951,0.003727367613464594,-0.029643215239048004,0.025813333690166473,-0.0007014882867224514,0.004162619821727276,-0.02932886965572834,0.028241343796253204
FAM2,0.0007368403603322804,0.0043313996866345406,-0.0333993136882782,0.03775328770279884,-0.00070149265229702,0.004944738931953907,-0.04156343266367912,0.04939122870564461
FAM2,0.000736846006475389,0.004184163641184568,-0.03357505798339844,0.03480498492717743,-0.0007014905568212271,0.004836087115108967,-0.034352775663137436,0.039722200483083725
FAM2,0.0007368482765741646,0.003971939440816641,-0.039879001677036285,0.026890277862548828,-0.0007014923612587154,0.004554483573883772,-0.03536127880215645,0.027504492551088333
FAM2,0.000736843969207257,0.003819770645350218,-0.045229602605104446,0.031773749738931656,-0.0007014934672042727,0.004128932487219572,-0.0428181029856205,0.05292186886072159
FAM2,0.0007368475780822337,0.003894044319167733,-0.029064331203699112,0.03233470767736435,-0.0007014904986135662,0.004301263019442558,-0.0416267067193985,0.04230349138379097
FAM2,0.0007368430960923433,0.004007392562925816,-0.037019286304712296,0.03676161170005798,-0.0007014889270067215,0.004511913750320673,-0.04070630297064781,0.04861085116863251
FAM2,0.0007368499063886702,0.003831341164186597,-0.036718063056468964,0.03302406147122383,-0.0007014937000349164,0.004087604116648436,-0.041014183312654495,0.04665780067443848
FAM2,0.0007368468795903027,0.004341957625001669,-0.04042771831154823,0.03299078717827797,-0.0007014877628535032,0.004838118329644203,-0.03372121974825859,0.0416836179792881
FAM2,0.0007368475780822337,0.004571155179291964,-0.04306818172335625,0.03685446456074715,-0.0007014902657829225,0.005134448409080505,-0.0377320758998394,0.048215821385383606
FAM2,0.0007368469377979636,0.003936282359063625,-0.034536655992269516,0.030966781079769135,-0.0007014939328655601,0.00440477579832077,-0.03344127908349037,0.03858489170670509
FAM2,0.0007368479855358601,0.003969377372413874,-0.033683110028505325,0.027261827141046524,-0.0007014949223957956,0.00457782344892621,-0.03906206786632538,0.04271724447607994
FAM2,0.0007368468213826418,0.004168615210801363,-0.038474902510643005,0.039824143052101135,-0.0007014914299361408,0.004746177699416876,-0.0407804474234581,0.049898844212293625
FAM2,0.0007368495571427047,0.004595366772264242,-0.037076741456985474,0.054965365678071976,-0.0007014931761659682,0.005238352809101343,-0.041763145476579666,0.06519059091806412
FAM2,0.0007368478109128773,0.004130703862756491,-0.03447100147604942,0.041448138654232025,-0.0007014924776740372,0.004634995013475418,-0.047469161450862885,0.05833849310874939
FAM2,0.0007368449587374926,0.004062361549586058,-0.03828774020075798,0.043391283601522446,-0.0007014904986135662,0.004460704047232866,-0.05145787075161934,0.0578865110874176
FAM2,0.0007368507795035839,0.0039973184466362,-0.03758929297327995,0.03518395870923996,-0.0007014905568212271,0.004476768895983696,-0.03600749745965004,0.05240679904818535
FAM2,0.0007368461810983717,0.003936093300580978,-0.029474403709173203,0.028928501531481743,-0.0007014907896518707,0.004493218380957842,-0.03156431391835213,0.03964116424322128
FAM2,0.0007368464139290154,0.004150763154029846,-0.04083053022623062,0.025276899337768555,-0.0007014972507022321,0.00472466042265296,-0.04429817572236061,0.03466686233878136
FAM2,0.0007368454243987799,0.004204530734568834,-0.03392595797777176,0.04881848767399788,-0.0007014906732365489,0.004764885175973177,-0.03729900345206261,0.06533131748437881
FAM2,0.0007368469377979636,0.004025589674711227,-0.03601837903261185,0.03276485949754715,-0.0007014901493676007,0.004534528125077486,-0.038270022720098495,0.03842732310295105
FAM2,0.0007368407677859068,0.0039883884601294994,-0.039039675146341324,0.034488655626773834,-0.0007014930597506464,0.004423904698342085,-0.048518240451812744,0.05305454134941101
FAM2,0.0007368443766608834,0.003975485917180777,-0.038881175220012665,0.03624923527240753,-0.0007014904404059052,0.004362399689853191,-0.047313932329416275,0.055574484169483185
FAM2,0.0007368472288362682,0.003986359108239412,-0.03310132771730423,0.03567998856306076,-0.0007014931761659682,0.004353620577603579,-0.03837263584136963,0.04009200632572174
FAM2,0.0007368431543000042,0.00421433849260211,-0.0325622595846653,0.041870493441820145,-0.0007014882867224514,0.004901495762169361,-0.035945337265729904,0.042105257511138916
FAM2,0.0007368451915681362,0.003989627584815025,-0.03681422397494316,0.024226628243923187,-0.0007014923030510545,0.004449116997420788,-0.03869057074189186,0.03779323026537895
FAM2,0.00073684734525159,0.004047623835504055,-0.03488633781671524,0.037724535912275314,-0.0007014974835328758,0.004714031703770161,-0.039126791059970856,0.04732651636004448
FAM2,0.0007368460646830499,0.004055601544678211,-0.04062874987721443,0.04382658377289772,-0.0007014923612587154,0.004552179481834173,-0.04850240796804428,0.05518805980682373
FAM2,0.0007368443766608834,0.004042981192469597,-0.03839539736509323,0.04115300625562668,-0.0007014959119260311,0.004610765725374222,-0.044196970760822296,0.052147917449474335
FAM2,0.0007368445512838662,0.00421784957870841,-0.03243175894021988,0.03661392629146576,-0.0007014968432486057,0.00476080272346735,-0.037711501121520996,0.050915222615003586
FAM2,0.0007368472870439291,0.004325065296143293,-0.03364840894937515,0.03636150062084198,-0.0007014941074885428,0.0050054737366735935,-0.038346514105796814,0.048896659165620804
FAM2,0.0007368425140157342,0.0040550511330366135,-0.03226401284337044,0.03504076972603798,-0.0007014893926680088,0.004475733730942011,-0.037560801953077316,0.05127427726984024
FAM2,0.0007368401857092977,0.0039007198065519333,-0.028285596519708633,0.03670385107398033,-0.0007014916045591235,0.0043893903493881226,-0.033355679363012314,0.043031275272369385
FAM2,0.000736845307983458,0.00464200833812356,-0.048029180616140366,0.05468463525176048,-0.0007014914881438017,0.005261310376226902,-0.05470450595021248,0.07233739644289017
FAM2,0.0007368432125076652,0.0038462418597191572,-0.04209502041339874,0.037668369710445404,-0.0007014918955974281,0.004186985082924366,-0.04020710662007332,0.04538063332438469
FAM2,0.0007368472870439291,0.0041217198595404625,-0.03095582313835621,0.03386539965867996,-0.0007014933507889509,0.004792454186826944,-0.035756926983594894,0.04919963330030441
FAM2,0.0007368436781689525,0.003968087024986744,-0.031615376472473145,0.036546915769577026,-0.0007014901493676007,0.004400656558573246,-0.028286531567573547,0.049090269953012466
FAM2,0.0007368429214693606,0.00413822615519166,-0.03462125360965729,0.037699077278375626,-0.0007014915463514626,0.004773687571287155,-0.04039466008543968,0.04355426877737045
FAM2,0.0007368438527919352,0.003992617595940828,-0.033821430057287216,0.026840349659323692,-0.00070149265229702,0.004595242906361818,-0.03170637786388397,0.033558569848537445
FAM2,0.0007368454826064408,0.004234584514051676,-0.03168362006545067,0.039656948298215866,-0.0007014886359684169,0.004842585884034634,-0.0330636166036129,0.0565289668738842
FAM2,0.000736846006475389,0.004408645909279585,-0.036822255700826645,0.04197479039430618,-0.0007014949223957956,0.005006416235119104,-0.044405240565538406,0.059407759457826614
FAM2,0.0007368438527919352,0.004142043646425009,-0.03557194396853447,0.02910935878753662,-0.0007014955626800656,0.0046973805874586105,-0.03695139288902283,0.04260638728737831
FAM2,0.0007368438527919352,0.0037798387929797173,-0.03801729157567024,0.031595923006534576,-0.0007014886359684169,0.00417631259188056,-0.03749656677246094,0.0371539331972599
FAM2,0.0007368432125076652,0.004194058012217283,-0.03924264758825302,0.04316405579447746,-0.0007014917791821063,0.004744119010865688,-0.043663591146469116,0.0695919543504715
FAM2,0.0007368432707153261,0.004158645402640104,-0.031093161553144455,0.032710812985897064,-0.0007014927105046809,0.004563665483146906,-0.04029684513807297,0.04734228923916817
FAM2,0.0007368461810983717,0.004008376505225897,-0.034890662878751755,0.039560575038194656,-0.0007014910224825144,0.004416175186634064,-0.0362255722284317,0.051304642111063004
FAM2,0.0007368452497757971,0.004046349320560694,-0.03759331256151199,0.03530378267168999,-0.0007014916627667844,0.004468508996069431,-0.041747551411390305,0.04760361835360527
FAM2,0.0007368485094048083,0.004061492159962654,-0.03587092459201813,0.02629394829273224,-0.0007014928269200027,0.004721571691334248,-0.042229440063238144,0.041320402175188065
FAM2,0.0007368484511971474,0.004465533886104822,-0.047617070376873016,0.040943387895822525,-0.0007014931761659682,0.004857711028307676,-0.042995430529117584,0.0551442876458168
FAM2,0.0007368445512838662,0.005065614357590675,-0.04989093169569969,0.049116186797618866,-0.0007014927687123418,0.00564290676265955,-0.04405531659722328,0.06366878747940063
FAM2,0.0007368478109128773,0.004412093199789524,-0.05144659802317619,0.04443460702896118,-0.0007014905568212271,0.004737183451652527,-0.04468628764152527,0.05859583988785744
FAM2,0.0007368482765741646,0.004152684006839991,-0.037142813205718994,0.03900216147303581,-0.0007014892180450261,0.004558939021080732,-0.04294873774051666,0.05833560228347778
FAM2,0.0007368478691205382,0.004288897849619389,-0.03692537918686867,0.039102952927351,-0.0007014897419139743,0.004986179992556572,-0.03771733492612839,0.054515041410923004
FAM2,0.0007368469377979636,0.004095456562936306,-0.03466003015637398,0.032783202826976776,-0.0007014880538918078,0.004719979129731655,-0.03542196750640869,0.04522130638360977
FAM2,0.0007368421647697687,0.0045857299119234085,-0.03376055881381035,0.03911731019616127,-0.0007014957955107093,0.0052635567262768745,-0.04681481420993805,0.0505763441324234
FAM2,0.0007368422229774296,0.004259611014276743,-0.04303087294101715,0.04632958769798279,-0.0007014916045591235,0.0048284088261425495,-0.048131655901670456,0.06412848085165024
FAM2,0.0007368471124209464,0.003914171364158392,-0.041327983140945435,0.045224085450172424,-0.0007014900911599398,0.004281267523765564,-0.04399066045880318,0.06290335208177567
FAM2,0.0007368470542132854,0.003887211438268423,-0.031793106347322464,0.054463472217321396,-0.0007014933507889509,0.004323229659348726,-0.041346706449985504,0.057510118931531906
FAM2,0.0007368469377979636,0.003824501996859908,-0.03168748319149017,0.05336853489279747,-0.0007014957955107093,0.0042309812270104885,-0.04068896919488907,0.05598583072423935
FAM2,0.0007368497317656875,0.004404173232614994,-0.035236481577157974,0.03742854669690132,-0.0007014913717284799,0.0050654723308980465,-0.037168119102716446,0.05131036788225174
FAM2,0.0007368438527919352,0.004325546324253082,-0.03954358398914337,0.04570901766419411,-0.0007014893344603479,0.004817927721887827,-0.038149137049913406,0.060557518154382706
FAM2,0.0007368489750660956,0.004403609782457352,-0.037593889981508255,0.05241911858320236,-0.000701487879268825,0.004965609405189753,-0.04967013746500015,0.06488718092441559
