fam_name,gamma_mean,gamma_std,gamma_min,gamma_max,beta_mean,beta_std,beta_min,beta_max,d7c_gate_mean,d7c_gate_std,d7c_gate_min,d7c_gate_max,d7c_gate_shape
FAM2,0.00020617713744286448,0.0025253233034163713,-0.02644738368690014,0.039696548134088516,-1.9019018509425223e-05,0.002253699814900756,-0.03644659370183945,0.03506990149617195,0.13547059893608093,0.3422255218029022,0.0,1.0,"[1, 1, 208, 208]"
FAM2,0.0005651615210808814,0.0045595718547701836,-0.05385976284742355,0.04875640571117401,-0.00010679112165234983,0.0044489530846476555,-0.05860542878508568,0.06019841134548187,0.6710891127586365,0.46981754899024963,0.0,1.0,"[1, 1, 208, 208]"
FAM2,0.0005048272432759404,0.004529029596596956,-0.04278687387704849,0.04062372073531151,-0.00014298885071184486,0.004761159885674715,-0.06605762988328934,0.05169912427663803,0.6557877063751221,0.4751107394695282,0.0,1.0,"[1, 1, 208, 208]"
FAM2,0.0004851489211432636,0.003920076880604029,-0.029388360679149628,0.03850237652659416,-9.572664566803724e-05,0.0035994311328977346,-0.03353983536362648,0.03734144940972328,0.5900286436080933,0.491828054189682,0.0,1.0,"[1, 1, 208, 208]"
FAM2,7.088520214892924e-05,0.0018601224292069674,-0.031872451305389404,0.04034166783094406,1.2951294365848298e-06,0.0018592700362205505,-0.048132602125406265,0.037169333547353745,0.06171412765979767,0.24063560366630554,0.0,1.0,"[1, 1, 208, 208]"
FAM2,0.00027293272432871163,0.0033037057146430016,-0.03910228610038757,0.044266726821660995,-4.614867066266015e-05,0.0032374905422329903,-0.04637453332543373,0.04377828910946846,0.28490200638771057,0.4513677656650543,0.0,1.0,"[1, 1, 208, 208]"
FAM2,5.467932714964263e-05,0.0014614560641348362,-0.02916976995766163,0.046906761825084686,-5.772008080384694e-06,0.0014729273971170187,-0.04740523919463158,0.04788905009627342,0.042991865426301956,0.20283876359462738,0.0,1.0,"[1, 1, 208, 208]"
FAM2,0.0005467839073389769,0.0037523582577705383,-0.028436852619051933,0.04787304624915123,-5.616013004328124e-05,0.0032050323206931353,-0.0310015007853508,0.04453133046627045,0.4977579712867737,0.49999499320983887,0.0,1.0,"[1, 1, 208, 208]"
FAM2,0.00024372647749260068,0.002733187982812524,-0.036350976675748825,0.04037995636463165,-9.503160981694236e-06,0.0025199728552252054,-0.039054255932569504,0.03145863488316536,0.2065458595752716,0.40482670068740845,0.0,1.0,"[1, 1, 208, 208]"
FAM2,0.0005869531305506825,0.004013367462903261,-0.0426943339407444,0.04150563105940819,-0.00010650934564182535,0.0035245472099632025,-0.04397204890847206,0.03182992339134216,0.6158238053321838,0.48639988899230957,0.0,1.0,"[1, 1, 208, 208]"
FAM2,0.0002873886551242322,0.003218079684302211,-0.03741956874728203,0.05775272846221924,-8.801235708233435e-06,0.003049360355362296,-0.05850682035088539,0.05414683744311333,0.26772835850715637,0.4427752196788788,0.0,1.0,"[1, 1, 208, 208]"
FAM2,0.00020559795666486025,0.0023893306497484446,-0.051834214478731155,0.03831538185477257,-1.5396866729133762e-05,0.0020374159794300795,-0.03623643144965172,0.03035660646855831,0.16917067766189575,0.3749025762081146,0.0,1.0,"[1, 1, 208, 208]"
FAM2,4.997033829567954e-05,0.0011332769645377994,-0.02024662122130394,0.035273317247629166,-3.116183279416873e-06,0.0009850766509771347,-0.02949349582195282,0.03259412571787834,0.037144046276807785,0.18911467492580414,0.0,1.0,"[1, 1, 208, 208]"
FAM2,1.1795875252573751e-05,0.0007991089951246977,-0.04315121844410896,0.03773576393723488,-2.7822422907775035e-06,0.0008457392104901373,-0.049437206238508224,0.036178819835186005,0.016041049733757973,0.1256333440542221,0.0,1.0,"[1, 1, 208, 208]"
FAM2,0.0005400958471000195,0.004165017046034336,-0.030641432851552963,0.046400006860494614,-8.322070789290592e-05,0.0037115823943167925,-0.035179268568754196,0.04423556476831436,0.5702663064002991,0.49503806233406067,0.0,1.0,"[1, 1, 208, 208]"
FAM2,0.0003155880840495229,0.003406955162063241,-0.05201159790158272,0.04176512360572815,-5.375603723223321e-05,0.003307870589196682,-0.05228407680988312,0.04668578878045082,0.36603179574012756,0.4817183017730713,0.0,1.0,"[1, 1, 208, 208]"
FAM2,0.00017700072203297168,0.0025423227343708277,-0.03489285334944725,0.049107082188129425,-2.267547279188875e-05,0.002339908853173256,-0.04947499930858612,0.04493669793009758,0.16297614574432373,0.3693438768386841,0.0,1.0,"[1, 1, 208, 208]"
FAM2,1.2849989616370294e-05,0.0007816029246896505,-0.031199129298329353,0.04077655449509621,-9.74628392214072e-07,0.0007312244269996881,-0.04326625168323517,0.041772134602069855,0.012204142287373543,0.1097961887717247,0.0,1.0,"[1, 1, 208, 208]"
FAM2,0.0002429460291750729,0.0030000589322298765,-0.035764485597610474,0.04079253971576691,-1.0480162018211558e-05,0.002750213723629713,-0.04374032840132713,0.04020858183503151,0.21010540425777435,0.4073832631111145,0.0,1.0,"[1, 1, 208, 208]"
FAM2,2.2337141913908454e-08,2.3573356884298846e-05,-0.011151322163641453,0.011379803530871868,9.6886214606684e-09,2.0918207155773416e-05,-0.01108753215521574,0.0094399843364954,2.3113905626814812e-05,0.0048076375387609005,0.0,1.0,"[1, 1, 208, 208]"
FAM2,2.8392669264576398e-05,0.0010148165747523308,-0.03788740187883377,0.04589250311255455,-7.5905368248641025e-06,0.00102508463896811,-0.04961955174803734,0.039782848209142685,0.030209874734282494,0.1711643487215042,0.0,1.0,"[1, 1, 208, 208]"
FAM2,0.00022661080583930016,0.002822456881403923,-0.04435097053647041,0.046137332916259766,-1.5368166714324616e-05,0.002658784156665206,-0.03994108363986015,0.03885615989565849,0.22429734468460083,0.41711872816085815,0.0,1.0,"[1, 1, 208, 208]"
FAM2,0.0002469022001605481,0.002970327390357852,-0.033360689878463745,0.06308887153863907,-3.389153062016703e-05,0.0028514100704342127,-0.05301651731133461,0.04861751198768616,0.23472170531749725,0.4238247573375702,0.0,1.0,"[1, 1, 208, 208]"
FAM2,0.00017251228564418852,0.0024080462753772736,-0.03608574718236923,0.043137069791555405,-1.0969464710797183e-05,0.002391297370195389,-0.058498162776231766,0.04593417048454285,0.1321190893650055,0.3386201560497284,0.0,1.0,"[1, 1, 208, 208]"
FAM2,0.00018546677893027663,0.0031129152048379183,-0.04064567759633064,0.04783560708165169,5.629707402476924e-07,0.0032366528175771236,-0.05122367665171623,0.05187440663576126,0.16140440106391907,0.36790353059768677,0.0,1.0,"[1, 1, 208, 208]"
FAM2,0.00040030726813711226,0.004014397040009499,-0.038841430097818375,0.04840802028775215,-6.769796891603619e-05,0.0039650811813771725,-0.056368086487054825,0.0467802956700325,0.41607341170310974,0.49290597438812256,0.0,1.0,"[1, 1, 208, 208]"
FAM2,0.0002636791905388236,0.002982150996103883,-0.04120141267776489,0.03577451780438423,-6.028283678460866e-05,0.0028154095634818077,-0.034471090883016586,0.03722049295902252,0.3169378638267517,0.46528297662734985,0.0,1.0,"[1, 1, 208, 208]"
FAM2,1.0325302355340682e-05,0.0005495746736414731,-0.01927078887820244,0.03107854723930359,-1.5451896615559235e-06,0.00045537942787632346,-0.02032613381743431,0.024690885096788406,0.008621486835181713,0.0924508348107338,0.0,1.0,"[1, 1, 208, 208]"
FAM2,0.00043961353367194533,0.00405811658129096,-0.028661545366048813,0.040048252791166306,-0.00012343206617515534,0.0038955723866820335,-0.037632640451192856,0.03204835206270218,0.6007072925567627,0.4897530674934387,0.0,1.0,"[1, 1, 208, 208]"
FAM2,2.2205920686246827e-05,0.0008176396950148046,-0.019594205543398857,0.027348004281520844,-3.526158252498135e-06,0.0007583401747979224,-0.021371614187955856,0.01895928755402565,0.03196652978658676,0.17591097950935364,0.0,1.0,"[1, 1, 208, 208]"
FAM2,2.6891084417002276e-06,0.0002930766495410353,-0.01720229908823967,0.02205362170934677,-8.017003096938424e-07,0.00029236695263534784,-0.018078017979860306,0.017952019348740578,0.00432230019941926,0.06560198217630386,0.0,1.0,"[1, 1, 208, 208]"
FAM2,0.0006245720433071256,0.004173817578703165,-0.025573421269655228,0.04029432684183121,-3.869687134283595e-05,0.003640854964032769,-0.03757867589592934,0.032592471688985825,0.46047523617744446,0.4984353482723236,0.0,1.0,"[1, 1, 208, 208]"
FAM2,0.000527466123457998,0.004360074643045664,-0.022962890565395355,0.034603528678417206,-3.111113255727105e-05,0.003927591256797314,-0.03262283280491829,0.028408098965883255,0.6731000542640686,0.4690803587436676,0.0,1.0,"[1, 1, 208, 208]"
FAM2,0.00022991518198978156,0.0030227061361074448,-0.03814530000090599,0.04943745955824852,-1.8778509911498986e-05,0.002811535494402051,-0.05631326138973236,0.050120893865823746,0.2080020308494568,0.40587830543518066,0.0,1.0,"[1, 1, 208, 208]"
FAM2,0.0004458375333342701,0.00393516942858696,-0.04745820537209511,0.04122414067387581,-0.00011496338265715167,0.0035672287922352552,-0.03076247312128544,0.032558515667915344,0.6339219808578491,0.4817311465740204,0.0,1.0,"[1, 1, 208, 208]"
FAM2,0.0006461482844315469,0.004747981671243906,-0.04005437344312668,0.037956882268190384,-0.00016803902690298855,0.004274758044630289,-0.028975438326597214,0.033334944397211075,0.8569480776786804,0.35012581944465637,0.0,1.0,"[1, 1, 208, 208]"
FAM2,5.7325296438648365e-06,0.0005813492462038994,-0.03139163926243782,0.04757794737815857,-5.996695335852564e-07,0.0006413714145310223,-0.04296475276350975,0.03893165662884712,0.004576553124934435,0.06749525666236877,0.0,1.0,"[1, 1, 208, 208]"
FAM2,0.0002015694190049544,0.002447715261951089,-0.028500203043222427,0.038188330829143524,-1.94052881852258e-05,0.0022246595472097397,-0.04204903542995453,0.0342545248568058,0.13958486914634705,0.34655582904815674,0.0,1.0,"[1, 1, 208, 208]"
FAM2,0.00043285926221869886,0.003648027079179883,-0.02453802525997162,0.03583266958594322,-9.461936861043796e-05,0.0033169849775731564,-0.0293579064309597,0.03218024596571922,0.5216808319091797,0.49952974915504456,0.0,1.0,"[1, 1, 208, 208]"
FAM2,0.00015559607709292322,0.0024824088905006647,-0.03544493764638901,0.05760616809129715,-7.3664832598296925e-06,0.0022689057514071465,-0.05146414786577225,0.04760904610157013,0.11695636063814163,0.3213682472705841,0.0,1.0,"[1, 1, 208, 208]"
FAM2,0.00032296133576892316,0.0032576436642557383,-0.032868754118680954,0.04267162084579468,3.720308541232953e-06,0.002833362901583314,-0.039690423756837845,0.03786266967654228,0.36196374893188477,0.48056837916374207,0.0,1.0,"[1, 1, 208, 208]"
FAM2,0.0006173374131321907,0.004301290959119797,-0.03884616494178772,0.04092368483543396,-0.00012402000720612705,0.004012338351458311,-0.053014740347862244,0.04633341729640961,0.6641780734062195,0.4722770154476166,0.0,1.0,"[1, 1, 208, 208]"
FAM2,9.983799827750772e-05,0.0018902217270806432,-0.030728967860341072,0.04604678973555565,-7.351177373493556e-06,0.0017228602664545178,-0.04522138088941574,0.044458646327257156,0.10031434893608093,0.3004186749458313,0.0,1.0,"[1, 1, 208, 208]"
FAM2,0.0007330012740567327,0.005233424250036478,-0.032538753002882004,0.052142076194286346,-7.91785423643887e-05,0.004973378963768482,-0.04557782784104347,0.0402149073779583,0.7606786489486694,0.42666923999786377,0.0,1.0,"[1, 1, 208, 208]"
FAM2,0.00043232872849330306,0.004343884065747261,-0.03413480892777443,0.042703546583652496,-1.751030868035741e-05,0.004211649298667908,-0.04629967361688614,0.04080408811569214,0.4421459138393402,0.4966416656970978,0.0,1.0,"[1, 1, 208, 208]"
FAM2,0.0007287285407073796,0.004786668345332146,-0.027084792032837868,0.049138858914375305,-0.00014083398855291307,0.004382664803415537,-0.04156062752008438,0.04350632429122925,0.7145664095878601,0.4516206979751587,0.0,1.0,"[1, 1, 208, 208]"
FAM2,0.00019406608771532774,0.002336071105673909,-0.028205713257193565,0.04397993162274361,-1.2910277291666716e-05,0.0019767815247178078,-0.032193079590797424,0.03643780201673508,0.13135632872581482,0.3377896249294281,0.0,1.0,"[1, 1, 208, 208]"
FAM2,0.0005660046590492129,0.0041906205005943775,-0.03059116005897522,0.04049941897392273,-3.946759898099117e-05,0.0037534846924245358,-0.038714274764060974,0.04183027893304825,0.439210444688797,0.4962908923625946,0.0,1.0,"[1, 1, 208, 208]"
FAM2,1.2631728168344125e-05,0.0006967219524085522,-0.02899158000946045,0.034100599586963654,-2.700234972508042e-06,0.0007144579431042075,-0.055616121739149094,0.04637817293405533,0.010724851861596107,0.10300403088331223,0.0,1.0,"[1, 1, 208, 208]"
FAM2,0.00031379752908833325,0.0033390275202691555,-0.03320878744125366,0.04483082517981529,-5.923891512793489e-05,0.0032419231720268726,-0.05526209995150566,0.04489323869347572,0.3048955202102661,0.46036314964294434,0.0,1.0,"[1, 1, 208, 208]"
FAM2,1.7740587281878106e-05,0.00109764002263546,-0.035112522542476654,0.050560515373945236,3.1435099572263425e-06,0.0011075793299824,-0.04028278589248657,0.04265689104795456,0.017034947872161865,0.1294015496969223,0.0,1.0,"[1, 1, 208, 208]"
FAM2,0.00041095740743912756,0.0037350719794631004,-0.03315296396613121,0.033275071531534195,-0.000101381418062374,0.003529793117195368,-0.04352889209985733,0.03784874081611633,0.5461816191673279,0.49786269664764404,0.0,1.0,"[1, 1, 208, 208]"
FAM2,0.0005713138962164521,0.004141147248446941,-0.04318265989422798,0.05283157154917717,-1.3411055988399312e-05,0.003576906630769372,-0.03486783802509308,0.03836873173713684,0.3640671372413635,0.48116758465766907,0.0,1.0,"[1, 1, 208, 208]"
FAM2,0.0006445660837925971,0.004756704438477755,-0.04337000846862793,0.04309125244617462,-9.047378989635035e-05,0.004348065238445997,-0.035864170640707016,0.037437114864587784,0.6465190649032593,0.4780503809452057,0.0,1.0,"[1, 1, 208, 208]"
FAM2,0.0003487458743620664,0.003428986296057701,-0.04165755957365036,0.0472380667924881,-5.756897371611558e-05,0.0033371506724506617,-0.06838926672935486,0.05127934738993645,0.3011048436164856,0.45873817801475525,0.0,1.0,"[1, 1, 208, 208]"
FAM2,0.000418234383687377,0.0034611504524946213,-0.027601853013038635,0.04823272302746773,-4.5360335207078606e-05,0.0030172637198120356,-0.036482468247413635,0.037124503403902054,0.3263452351093292,0.46887528896331787,0.0,1.0,"[1, 1, 208, 208]"
FAM2,0.00011139658454339951,0.001995918108150363,-0.03750460967421532,0.05756387859582901,-3.0365827115019783e-06,0.0017663403414189816,-0.04677595943212509,0.05924617126584053,0.12733450531959534,0.33334729075431824,0.0,1.0,"[1, 1, 208, 208]"
FAM2,4.481104951992165e-06,0.0004964722320437431,-0.03559425473213196,0.047743961215019226,7.779605653013277e-07,0.000487119221361354,-0.04958869516849518,0.042965155094861984,0.005524223670363426,0.07411954551935196,0.0,1.0,"[1, 1, 208, 208]"
FAM2,0.00041661655995994806,0.003778546815738082,-0.03184186667203903,0.046261634677648544,-4.701922080130316e-05,0.00337756029330194,-0.037292830646038055,0.04200197383761406,0.4124676585197449,0.49227848649024963,0.0,1.0,"[1, 1, 208, 208]"
FAM2,0.0001403673377353698,0.00176236592233181,-0.029886018484830856,0.039654795080423355,-9.587547538103536e-06,0.0015849971678107977,-0.04192052036523819,0.03700464218854904,0.11388221383094788,0.3176681399345398,0.0,1.0,"[1, 1, 208, 208]"
FAM2,0.00048094085650518537,0.004096377640962601,-0.029071228578686714,0.05450211837887764,-7.19771833246341e-06,0.0036489744670689106,-0.032584499567747116,0.04607551544904709,0.348557710647583,0.4765136241912842,0.0,1.0,"[1, 1, 208, 208]"
FAM2,0.0005559189594350755,0.0037830935325473547,-0.03013499453663826,0.04317033290863037,-6.687767017865553e-05,0.0033183402847498655,-0.03375661373138428,0.03451917693018913,0.5189765095710754,0.4996397793292999,0.0,1.0,"[1, 1, 208, 208]"
FAM2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[1, 1, 208, 208]"
FAM2,5.556939504458569e-05,0.0012123860651627183,-0.02729724906384945,0.03502938523888588,-3.295051101304125e-06,0.001060747541487217,-0.03918389603495598,0.029987763613462448,0.05330066755414009,0.2246323972940445,0.0,1.0,"[1, 1, 208, 208]"
FAM2,0.00017251854296773672,0.002452953951433301,-0.031419094651937485,0.03410452604293823,-2.1382940758485347e-05,0.0023732890840619802,-0.049509868025779724,0.038521699607372284,0.1951044797897339,0.3962811231613159,0.0,1.0,"[1, 1, 208, 208]"
FAM2,0.0003154903242830187,0.003157008672133088,-0.029193080961704254,0.034417636692523956,-3.090659447479993e-05,0.003007380058988929,-0.04824868217110634,0.03863301873207092,0.3173770308494568,0.465455561876297,0.0,1.0,"[1, 1, 208, 208]"
FAM2,0.00025734101654961705,0.002836449770256877,-0.03127569705247879,0.036821141839027405,-4.273800368537195e-05,0.00267208693549037,-0.04748963192105293,0.03601343184709549,0.2984236478805542,0.45756638050079346,0.0,1.0,"[1, 1, 208, 208]"
FAM2,0.000433714798418805,0.003476046724244952,-0.028491774573922157,0.046472083777189255,-5.898210292798467e-05,0.003107804339379072,-0.03961019590497017,0.03427940979599953,0.4013267457485199,0.49016693234443665,0.0,1.0,"[1, 1, 208, 208]"
FAM2,0.0002817245258484036,0.002929105656221509,-0.04042338952422142,0.0480022057890892,-2.9024420655332506e-05,0.0027518807910382748,-0.06016411632299423,0.06395411491394043,0.32622966170310974,0.46883246302604675,0.0,1.0,"[1, 1, 208, 208]"
FAM2,0.0007968283025547862,0.004879524931311607,-0.02847333624958992,0.04661327600479126,-0.00016876622976269573,0.004339900333434343,-0.0384623259305954,0.04057728871703148,0.9246717691421509,0.2639201879501343,0.0,1.0,"[1, 1, 208, 208]"
FAM2,0.0003244359395466745,0.002956770360469818,-0.026982685551047325,0.04145466163754463,-1.0117728379555047e-05,0.0025371157098561525,-0.0362575463950634,0.033634644001722336,0.2373104691505432,0.4254341423511505,0.0,1.0,"[1, 1, 208, 208]"
FAM2,0.00041251612128689885,0.003963015507906675,-0.0404314249753952,0.03202548623085022,-0.00010648319585015997,0.0037922754418104887,-0.0428934320807457,0.03683856874704361,0.6017012000083923,0.48954761028289795,0.0,1.0,"[1, 1, 208, 208]"
FAM2,2.33146678851881e-07,0.00013499561464414,-0.03716908395290375,0.03637949749827385,1.1187657023015163e-08,0.00012021333532175049,-0.03128354623913765,0.030794886872172356,0.0001849112450145185,0.013596951961517334,0.0,1.0,"[1, 1, 208, 208]"
FAM2,0.00036158773582428694,0.0032943470869213343,-0.03695087507367134,0.043754275888204575,-2.5213867047568783e-05,0.002879498526453972,-0.03133457154035568,0.028185755014419556,0.26666513085365295,0.44221583008766174,0.0,1.0,"[1, 1, 208, 208]"
FAM2,0.0005380986258387566,0.00420807721093297,-0.02986099012196064,0.0461883582174778,-0.00013126814155839384,0.003996678162366152,-0.053600892424583435,0.041851650923490524,0.6227810978889465,0.484690397977829,0.0,1.0,"[1, 1, 208, 208]"
FAM2,0.00037682242691516876,0.0038592403288930655,-0.04089796543121338,0.049515701830387115,-1.136459377448773e-05,0.003667958313599229,-0.054725002497434616,0.05446183308959007,0.3544979691505432,0.4783609211444855,0.0,1.0,"[1, 1, 208, 208]"
FAM2,0.0007415632717311382,0.004757124464958906,-0.0389222614467144,0.05170190706849098,-6.60746663925238e-05,0.004373788833618164,-0.04188493266701698,0.04494079574942589,0.5897281765937805,0.49188297986984253,0.0,1.0,"[1, 1, 208, 208]"
FAM2,0.0005721283960156143,0.00393293984234333,-0.0439089834690094,0.05273987725377083,-6.826516619184986e-05,0.003372815903276205,-0.03429551422595978,0.038295160979032516,0.4707378149032593,0.49914297461509705,0.0,1.0,"[1, 1, 208, 208]"
FAM2,0.0004770873056259006,0.00413115881383419,-0.037422481924295425,0.04467479884624481,-8.815574983600527e-05,0.003969937097281218,-0.057669926434755325,0.04014790803194046,0.5479382276535034,0.4976966381072998,0.0,1.0,"[1, 1, 208, 208]"
FAM2,0.0002642255276441574,0.003321732161566615,-0.05320006236433983,0.05266532301902771,-6.953485808480764e-06,0.00310677383095026,-0.041577473282814026,0.04644721746444702,0.20760910212993622,0.4055953323841095,0.0,1.0,"[1, 1, 208, 208]"
FAM2,0.0003598446201067418,0.0033073651138693094,-0.03342491760849953,0.0399974063038826,-6.990820111241192e-05,0.0030612866394221783,-0.045961759984493256,0.03566303476691246,0.45030510425567627,0.49752429127693176,0.0,1.0,"[1, 1, 208, 208]"
FAM2,0.0004681501886807382,0.004068613518029451,-0.032264817506074905,0.03653904050588608,-0.00012114195851609111,0.003948305267840624,-0.050409477204084396,0.03433326631784439,0.5267658829689026,0.499283105134964,0.0,1.0,"[1, 1, 208, 208]"
FAM2,0.0003343391290400177,0.0029564453288912773,-0.027124864980578423,0.04443157836794853,-2.8241161999176256e-05,0.0025706058368086815,-0.03502834960818291,0.03700924664735794,0.2681906521320343,0.4430174231529236,0.0,1.0,"[1, 1, 208, 208]"
FAM2,0.0005503370775841177,0.004398063290864229,-0.03979719802737236,0.045585304498672485,-0.00020437267085071653,0.004448013845831156,-0.05527238920331001,0.04655423015356064,0.6624676585197449,0.4728681147098541,0.0,1.0,"[1, 1, 208, 208]"
FAM2,0.00020491276518441737,0.0029549761675298214,-0.043682411313056946,0.04393666610121727,-3.60624362656381e-05,0.003324441611766815,-0.06479465216398239,0.05763804912567139,0.17880918085575104,0.3831924498081207,0.0,1.0,"[1, 1, 208, 208]"
FAM2,0.0005272344569675624,0.004086452070623636,-0.044141076505184174,0.04249919578433037,-0.00017995364032685757,0.00416595721617341,-0.06030752882361412,0.05071311816573143,0.5776627063751221,0.49393171072006226,0.0,1.0,"[1, 1, 208, 208]"
FAM2,0.0006382251158356667,0.004383085295557976,-0.04738309979438782,0.0474979467689991,-7.44668795960024e-05,0.003963744267821312,-0.047763921320438385,0.044125866144895554,0.6962601542472839,0.45987164974212646,0.0,1.0,"[1, 1, 208, 208]"
FAM2,0.00023270257224794477,0.0029089374002069235,-0.03322572261095047,0.04124915972352028,-1.8677439584280364e-05,0.0029285685159265995,-0.051744040101766586,0.04554334282875061,0.18551219999790192,0.3887125253677368,0.0,1.0,"[1, 1, 208, 208]"
FAM2,0.0006904918700456619,0.0043726833537220955,-0.029246749356389046,0.05105974152684212,-5.2951090765418485e-05,0.003937344998121262,-0.04464073106646538,0.03895749896764755,0.5265578627586365,0.4992941915988922,0.0,1.0,"[1, 1, 208, 208]"
FAM2,4.1857325413729995e-05,0.0011803841916844249,-0.024790653958916664,0.03418919816613197,-1.1374563655408565e-05,0.001158210914582014,-0.035511817783117294,0.03197741508483887,0.0721847265958786,0.25879350304603577,0.0,1.0,"[1, 1, 208, 208]"
FAM2,0.00023506452271249145,0.0028503350913524628,-0.04266155883669853,0.05821530148386955,-2.7546127967070788e-05,0.002733497880399227,-0.05374966561794281,0.04760561138391495,0.20300942659378052,0.40223947167396545,0.0,1.0,"[1, 1, 208, 208]"
FAM2,0.0005053584463894367,0.004006208386272192,-0.06503521651029587,0.06421498954296112,-0.00010581064270809293,0.003678625915199518,-0.055811889469623566,0.05050506442785263,0.5477533340454102,0.49771440029144287,0.0,1.0,"[1, 1, 208, 208]"
FAM2,0.0003486867935862392,0.003149985335767269,-0.030620407313108444,0.05134565383195877,-4.834827996091917e-05,0.0027899835258722305,-0.05308116599917412,0.0480504147708416,0.30792343616485596,0.46163469552993774,0.0,1.0,"[1, 1, 208, 208]"
FAM2,0.0005761607899330556,0.004054033663123846,-0.038503728806972504,0.05312167853116989,-7.202546839835122e-05,0.0035489480942487717,-0.05420991778373718,0.047421857714653015,0.49949151277542114,0.4999997317790985,0.0,1.0,"[1, 1, 208, 208]"
FAM2,0.00014295437722466886,0.0022761730942875147,-0.032672736793756485,0.041972000151872635,-4.356052158982493e-06,0.0020995151717215776,-0.057935938239097595,0.051078420132398605,0.1380593627691269,0.3449622690677643,0.0,1.0,"[1, 1, 208, 208]"
FAM2,8.973988587968051e-05,0.0022482620552182198,-0.03891880810260773,0.04277367517352104,-1.8662974980543368e-05,0.002363399835303426,-0.053162865340709686,0.049304068088531494,0.11251848936080933,0.3160032629966736,0.0,1.0,"[1, 1, 208, 208]"
FAM2,3.2158666272152914e-06,0.0004762907628901303,-0.0286911278963089,0.039760034531354904,-9.591329899194534e-07,0.0005499199032783508,-0.040067724883556366,0.03801312670111656,0.0036751111038029194,0.06051120162010193,0.0,1.0,"[1, 1, 208, 208]"
FAM2,0.0003562947968021035,0.0033346249256283045,-0.033510472625494,0.038794588297605515,-7.84702569944784e-05,0.0030768176075071096,-0.04150894284248352,0.03782421723008156,0.3639284372329712,0.48112836480140686,0.0,1.0,"[1, 1, 208, 208]"
FAM2,6.212163862073794e-05,0.0014990222407504916,-0.02802862785756588,0.03662290424108505,-2.1700445358874276e-05,0.0014631751691922545,-0.03993479534983635,0.03025336004793644,0.08330251276493073,0.2763389050960541,0.0,1.0,"[1, 1, 208, 208]"
FAM2,0.0006363003049045801,0.004373358096927404,-0.03505495563149452,0.04966581240296364,-0.0001212571733049117,0.0038618233520537615,-0.045017991214990616,0.04661296308040619,0.7237194776535034,0.44715723395347595,0.0,1.0,"[1, 1, 208, 208]"
FAM2,0.0003192355507053435,0.0031629514414817095,-0.031017011031508446,0.03429729864001274,-9.659850911702961e-05,0.003028281731531024,-0.036941368132829666,0.030301691964268684,0.51287442445755,0.49983423948287964,0.0,1.0,"[1, 1, 208, 208]"
FAM2,7.03018595231697e-05,0.0014579625567421317,-0.027434812858700752,0.0385613776743412,-6.055473022570368e-06,0.0012800578260794282,-0.05094672366976738,0.038909558206796646,0.05410965159535408,0.22623392939567566,0.0,1.0,"[1, 1, 208, 208]"
FAM2,6.014303653500974e-05,0.0013636030489578843,-0.04584120586514473,0.04023846983909607,-6.572614893229911e-06,0.0012106811627745628,-0.07542656362056732,0.053050845861434937,0.049001481384038925,0.21587111055850983,0.0,1.0,"[1, 1, 208, 208]"
FAM2,0.0002413266192888841,0.0028416565619409084,-0.0375911109149456,0.05265194550156593,-5.0388509407639503e-05,0.002645696047693491,-0.055204227566719055,0.048908211290836334,0.2869822382926941,0.45235323905944824,0.0,1.0,"[1, 1, 208, 208]"
FAM2,0.0005167914205230772,0.0041703637689352036,-0.04036451503634453,0.05336512625217438,-5.0870366976596415e-05,0.003857819363474846,-0.039789848029613495,0.045730262994766235,0.44549742341041565,0.49702057242393494,0.0,1.0,"[1, 1, 208, 208]"
FAM2,0.000609740091022104,0.004352115560323,-0.03902077674865723,0.04333175718784332,-0.00012218985648360103,0.003960132598876953,-0.036849021911621094,0.03755928948521614,0.6703494787216187,0.4700862467288971,0.0,1.0,"[1, 1, 208, 208]"
FAM2,0.0008056001388467848,0.0051088291220366955,-0.03307989984750748,0.040341414511203766,-0.0001893603621283546,0.004604088608175516,-0.032633911818265915,0.03642177954316139,0.9681028127670288,0.17572638392448425,0.0,1.0,"[1, 1, 208, 208]"
FAM2,0.000169979379279539,0.0024462309665977955,-0.040877893567085266,0.04963572695851326,-1.5097614777914714e-05,0.0022801398299634457,-0.05798383802175522,0.05554286763072014,0.16338542103767395,0.36971694231033325,0.0,1.0,"[1, 1, 240, 320]"
