name,d7c_psnr_delta,control_psnr_delta,d7c_minus_control_psnr_delta,d7c_better,d7c_safer_at_le_0p2,control_safer_at_le_0p2
139_0.87_1.52.png,-0.03045654296875,-0.02776336669921875,-0.00269317626953125,False,False,False
1403_0.73_1.26.png,0.015270233154296875,0.0192718505859375,-0.004001617431640625,False,False,False
1407_0.6_1.92.png,0.16841888427734375,0.17443466186523438,-0.006015777587890625,False,False,False
1410_0.76_1.08.png,-0.0729217529296875,0.13708114624023438,-0.21000289916992188,False,False,False
141_0.71_1.48.png,0.1085662841796875,0.13794708251953125,-0.02938079833984375,False,False,False
1425_0.84_1.75.png,-0.2657470703125,-0.0690460205078125,-0.1967010498046875,False,False,True
1432_0.91_1.29.png,-0.1402435302734375,-0.17666244506835938,0.036418914794921875,True,False,False
1433_0.9_1.85.png,0.027729034423828125,0.027469635009765625,0.0002593994140625,True,False,False
1435_0.87_0.57.png,-0.059490203857421875,-0.037670135498046875,-0.021820068359375,False,False,False
1436_0.66_1.76.png,0.23231887817382812,0.20775222778320312,0.024566650390625,True,False,False
1440_0.65_1.26.png,0.1590137481689453,0.1564197540283203,0.002593994140625,True,False,False
1442_0.62_0.81.png,-0.2627601623535156,-0.40509796142578125,0.14233779907226562,True,False,False
1443_0.76_1.22.png,-0.342926025390625,-0.2973823547363281,-0.045543670654296875,False,False,False
1446_0.85_0.59.png,-0.019290924072265625,-0.08103179931640625,0.061740875244140625,True,False,False
1449_0.94_0.78.png,-0.0123138427734375,-0.020259857177734375,0.007946014404296875,True,False,False
1452_0.81_1.88.png,-0.06143951416015625,-0.02851104736328125,-0.032928466796875,False,False,False
1454_0.62_1.48.png,-0.34177398681640625,-0.3027763366699219,-0.038997650146484375,False,False,False
1456_0.66_1.83.png,-0.2747383117675781,-0.2887115478515625,0.013973236083984375,True,False,False
1457_0.88_0.58.png,-0.15805435180664062,-0.34593963623046875,0.18788528442382812,True,True,False
145_0.5_1.08.png,0.10999298095703125,-0.033451080322265625,0.14344406127929688,True,False,False
1461_0.59_0.54.png,-0.01560211181640625,-0.46512603759765625,0.44952392578125,True,True,False
1464_0.64_1.56.png,-0.16381072998046875,-0.17099761962890625,0.0071868896484375,True,False,False
1470_0.63_1.26.png,-0.12390518188476562,-0.33708953857421875,0.21318435668945312,True,True,False
1471_0.82_1.95.png,0.09686279296875,-0.003505706787109375,0.10036849975585938,True,False,False
1474_0.92_0.89.png,-0.04537200927734375,-0.08325576782226562,0.037883758544921875,True,False,False
1481_0.7_0.89.png,-0.14614486694335938,-0.2533226013183594,0.107177734375,True,True,False
1482_0.59_1.05.png,-0.12667465209960938,-0.3149986267089844,0.188323974609375,True,True,False
1485_0.6_1.5.png,-0.41082763671875,-0.6255073547363281,0.21467971801757812,True,False,False
1493_0.84_0.8.png,-0.055156707763671875,-0.1052093505859375,0.050052642822265625,True,False,False
1497_0.99_1.09.png,-0.18135833740234375,-0.11441802978515625,-0.0669403076171875,False,False,False
1500_0.87_1.88.png,-0.13753890991210938,-0.041351318359375,-0.09618759155273438,False,False,False
1511_0.63_1.09.png,-0.035587310791015625,-0.15775299072265625,0.12216567993164062,True,False,False
1512_0.89_1.11.png,0.12485504150390625,0.16241836547851562,-0.037563323974609375,False,False,False
1517_0.72_1.25.png,0.2265472412109375,0.2922859191894531,-0.06573867797851562,False,False,False
1518_0.62_1.44.png,0.04268646240234375,0.062530517578125,-0.01984405517578125,False,False,False
1528_0.91_1.9.png,0.16331863403320312,0.1058349609375,0.057483673095703125,True,False,False
152_0.8_1.99.png,-0.23603057861328125,-0.15077972412109375,-0.0852508544921875,False,False,True
1531_0.52_1.01.png,0.09258270263671875,0.2832298278808594,-0.19064712524414062,False,False,False
1537_0.52_1.24.png,-0.02808380126953125,0.12835693359375,-0.15644073486328125,False,False,False
1538_0.61_0.54.png,-0.000865936279296875,0.3061027526855469,-0.30696868896484375,False,False,False
1539_0.58_0.79.png,-0.12592315673828125,-0.0341339111328125,-0.09178924560546875,False,False,False
1543_0.92_1.98.png,0.17097091674804688,0.14641571044921875,0.024555206298828125,True,False,False
1544_0.87_1.52.png,0.225830078125,0.26038360595703125,-0.03455352783203125,False,False,False
1547_0.77_1.84.png,0.041316986083984375,0.04950714111328125,-0.008190155029296875,False,False,False
1548_0.85_1.55.png,0.18958282470703125,0.194793701171875,-0.00521087646484375,False,False,False
1549_0.91_1.37.png,-0.0095062255859375,-0.05963134765625,0.0501251220703125,True,False,False
154_0.97_0.91.png,-0.11834335327148438,0.051151275634765625,-0.16949462890625,False,False,False
1568_0.8_1.8.png,0.4138069152832031,0.5736465454101562,-0.15983963012695312,False,False,False
1573_0.61_1.06.png,-0.0493011474609375,-0.21007537841796875,0.16077423095703125,True,True,False
1575_0.51_1.39.png,-0.3068389892578125,-0.6314620971679688,0.32462310791015625,True,False,False
1578_0.57_1.99.png,0.3003349304199219,0.16691970825195312,0.13341522216796875,True,False,False
1580_0.7_1.59.png,0.5622673034667969,0.3256263732910156,0.23664093017578125,True,False,False
1586_0.74_1.29.png,-0.049407958984375,-0.08460235595703125,0.03519439697265625,True,False,False
158_0.56_1.42.png,0.0696868896484375,0.068603515625,0.0010833740234375,True,False,False
1592_0.54_1.46.png,0.17647933959960938,0.1449737548828125,0.031505584716796875,True,False,False
1599_0.71_1.3.png,0.3777351379394531,0.5786552429199219,-0.20092010498046875,False,False,False
1602_0.92_0.57.png,0.015682220458984375,-0.020465850830078125,0.0361480712890625,True,False,False
1605_1.0_1.37.png,0.012866973876953125,0.033966064453125,-0.021099090576171875,False,False,False
1612_0.77_1.4.png,-0.2650642395019531,-0.3238334655761719,0.05876922607421875,True,False,False
161_0.83_1.56.png,-0.024944305419921875,-0.039569854736328125,0.01462554931640625,True,False,False
1621_0.5_0.72.png,0.006900787353515625,0.00948333740234375,-0.002582550048828125,False,False,False
162_0.75_0.98.png,0.16272735595703125,0.135040283203125,0.02768707275390625,True,False,False
1631_0.92_1.27.png,0.12227630615234375,0.24695205688476562,-0.12467575073242188,False,False,False
1635_0.64_0.55.png,-0.02927398681640625,-0.8155975341796875,0.7863235473632812,True,True,False
1636_0.96_1.23.png,-0.019214630126953125,-0.03597259521484375,0.016757965087890625,True,False,False
1647_0.89_1.55.png,0.1121063232421875,0.15997314453125,-0.0478668212890625,False,False,False
1648_0.89_1.41.png,0.130950927734375,0.1751556396484375,-0.0442047119140625,False,False,False
1657_0.68_1.28.png,0.7999038696289062,0.8611602783203125,-0.06125640869140625,False,False,False
1663_0.92_1.8.png,0.13898849487304688,-0.000823974609375,0.13981246948242188,True,False,False
1664_0.8_2.0.png,0.282928466796875,0.17113113403320312,0.11179733276367188,True,False,False
1666_0.85_0.59.png,0.06995391845703125,0.5435638427734375,-0.47360992431640625,False,False,False
1685_0.79_1.99.png,0.4695625305175781,0.3596534729003906,0.1099090576171875,True,False,False
1686_0.51_0.6.png,0.03676605224609375,0.08752822875976562,-0.050762176513671875,False,False,False
1687_0.83_1.61.png,0.2734184265136719,0.227996826171875,0.045421600341796875,True,False,False
1689_0.74_0.54.png,0.04099273681640625,0.2465972900390625,-0.20560455322265625,False,False,False
1691_0.77_1.92.png,0.5096206665039062,0.4132423400878906,0.09637832641601562,True,False,False
1696_0.74_1.51.png,0.07555389404296875,0.268524169921875,-0.19297027587890625,False,False,False
1701_0.55_0.71.png,0.033050537109375,0.2324066162109375,-0.1993560791015625,False,False,False
1705_0.66_1.4.png,0.3989830017089844,0.5590057373046875,-0.16002273559570312,False,False,False
1712_0.9_0.74.png,0.041637420654296875,0.0486297607421875,-0.006992340087890625,False,False,False
1718_0.92_1.01.png,-0.00821685791015625,-0.021022796630859375,0.012805938720703125,True,False,False
1722_0.85_1.51.png,0.3775596618652344,0.1807403564453125,0.19681930541992188,True,False,False
1726_0.54_0.7.png,-0.05319976806640625,-0.15233993530273438,0.09914016723632812,True,False,False
1730_0.81_1.53.png,-0.07634353637695312,-0.06749725341796875,-0.008846282958984375,False,False,False
1733_0.57_1.6.png,0.5667724609375,0.4190330505371094,0.14773941040039062,True,False,False
173_0.88_1.45.png,-0.17993545532226562,-0.15101242065429688,-0.02892303466796875,False,False,False
1756_0.77_1.19.png,0.17257308959960938,0.22129440307617188,-0.0487213134765625,False,False,False
1761_0.99_0.94.png,0.20320892333984375,0.22555923461914062,-0.022350311279296875,False,False,False
1763_0.58_1.25.png,0.5481071472167969,0.8236846923828125,-0.2755775451660156,False,False,False
1765_0.51_1.47.png,-0.28002166748046875,-0.6924552917480469,0.4124336242675781,True,False,False
1773_0.58_1.45.png,0.5693855285644531,0.7269935607910156,-0.1576080322265625,False,False,False
1784_0.94_1.15.png,0.003734588623046875,-0.0164947509765625,0.020229339599609375,True,False,False
1795_0.99_1.84.png,0.18516159057617188,0.17189788818359375,0.013263702392578125,True,False,False
1796_0.93_0.58.png,-0.042163848876953125,-0.052639007568359375,0.01047515869140625,True,False,False
17_0.55_1.91.png,-0.20676803588867188,-0.23097610473632812,0.02420806884765625,True,False,False
1801_0.99_0.78.png,0.0522613525390625,0.0630035400390625,-0.0107421875,False,False,False
1803_0.99_1.79.png,0.046875,0.050464630126953125,-0.003589630126953125,False,False,False
1814_0.55_0.54.png,0.002288818359375,-0.019214630126953125,0.021503448486328125,True,False,False
1817_0.81_2.0.png,-0.32891845703125,-0.19036102294921875,-0.13855743408203125,False,False,True
1822_0.51_1.51.png,-0.4571990966796875,-0.4772300720214844,0.020030975341796875,True,False,False
1835_0.61_1.23.png,1.0660514831542969,0.8890800476074219,0.176971435546875,True,False,False
183_0.77_0.99.png,-0.201568603515625,-0.1961822509765625,-0.0053863525390625,False,False,True
1841_0.64_1.79.png,-0.2918243408203125,-0.42230987548828125,0.13048553466796875,True,False,False
1844_0.91_1.28.png,-0.000530242919921875,-0.10268783569335938,0.1021575927734375,True,False,False
1851_0.7_1.14.png,0.22980117797851562,0.3674201965332031,-0.1376190185546875,False,False,False
1854_0.94_1.49.png,-0.050083160400390625,-0.00196075439453125,-0.048122406005859375,False,False,False
1859_0.73_1.32.png,0.32762908935546875,0.3011436462402344,0.026485443115234375,True,False,False
1860_0.77_1.07.png,0.15472030639648438,0.11545181274414062,0.03926849365234375,True,False,False
1862_0.82_1.52.png,0.09860610961914062,0.12371826171875,-0.025112152099609375,False,False,False
1867_0.67_1.54.png,0.2886619567871094,0.4637260437011719,-0.1750640869140625,False,False,False
1875_0.95_0.91.png,0.2198944091796875,0.3724822998046875,-0.152587890625,False,False,False
1876_0.97_1.69.png,0.19392776489257812,0.23522186279296875,-0.041294097900390625,False,False,False
1884_0.78_0.61.png,0.0020904541015625,0.19797515869140625,-0.19588470458984375,False,False,False
1885_0.54_0.83.png,0.22652435302734375,0.38748931884765625,-0.1609649658203125,False,False,False
1892_0.85_0.58.png,0.0183868408203125,0.22431564331054688,-0.20592880249023438,False,False,False
1895_0.9_1.62.png,-0.01837158203125,0.002185821533203125,-0.020557403564453125,False,False,False
1898_0.84_0.98.png,0.11433792114257812,0.26277923583984375,-0.14844131469726562,False,False,False
1911_0.96_1.13.png,-0.021514892578125,0.06402969360351562,-0.08554458618164062,False,False,False
1912_1.0_0.84.png,-0.1619873046875,-0.061920166015625,-0.100067138671875,False,False,False
1914_0.81_0.98.png,0.18822479248046875,0.4272117614746094,-0.23898696899414062,False,False,False
1917_0.96_1.37.png,0.10578155517578125,0.130645751953125,-0.02486419677734375,False,False,False
1919_0.59_0.94.png,-0.194549560546875,-0.3998832702636719,0.20533370971679688,True,True,False
1920_0.99_1.69.png,0.05275726318359375,0.039318084716796875,0.013439178466796875,True,False,False
1923_0.81_1.81.png,0.4348564147949219,0.4095420837402344,0.0253143310546875,True,False,False
1936_0.52_1.67.png,0.6331748962402344,0.599212646484375,0.033962249755859375,True,False,False
1937_0.79_0.84.png,0.2882232666015625,0.2787208557128906,0.009502410888671875,True,False,False
1939_0.93_1.32.png,0.3501930236816406,0.15203475952148438,0.19815826416015625,True,False,False
1942_0.89_0.67.png,0.01892852783203125,0.04991912841796875,-0.0309906005859375,False,False,False
1952_0.78_0.75.png,0.10739898681640625,0.2519111633300781,-0.14451217651367188,False,False,False
1956_0.99_1.4.png,0.19147872924804688,0.1047515869140625,0.08672714233398438,True,False,False
1966_0.52_1.48.png,-0.3787117004394531,-0.3135261535644531,-0.065185546875,False,False,False
196_0.8_0.88.png,-0.15634918212890625,-0.09775924682617188,-0.058589935302734375,False,False,False
1979_0.6_0.93.png,0.25795745849609375,0.4617919921875,-0.20383453369140625,False,False,False
1982_0.99_1.89.png,0.06842803955078125,0.1190643310546875,-0.05063629150390625,False,False,False
1985_0.57_1.93.png,0.4762153625488281,0.39922332763671875,0.07699203491210938,True,False,False
1988_0.94_1.22.png,-0.06837844848632812,-0.08408355712890625,0.015705108642578125,True,False,False
2000_0.86_0.62.png,0.07799911499023438,0.112213134765625,-0.034214019775390625,False,False,False
2003_0.64_1.33.png,0.183685302734375,0.22084808349609375,-0.03716278076171875,False,False,False
2007_0.61_1.26.png,0.6442947387695312,0.7570877075195312,-0.11279296875,False,False,False
2013_1.0_1.78.png,0.021678924560546875,-0.0973358154296875,0.11901473999023438,True,False,False
2024_0.99_1.36.png,0.15073013305664062,0.02982330322265625,0.12090682983398438,True,False,False
2026_0.99_1.41.png,-0.001735687255859375,-0.043415069580078125,0.04167938232421875,True,False,False
2027_0.69_0.59.png,-0.051731109619140625,-0.273590087890625,0.22185897827148438,True,True,False
2028_0.98_1.27.png,-0.029788970947265625,-0.052913665771484375,0.02312469482421875,True,False,False
2033_0.61_0.56.png,-0.019443511962890625,-0.2556724548339844,0.23622894287109375,True,True,False
2043_0.97_0.54.png,-0.0278167724609375,-0.06781387329101562,0.039997100830078125,True,False,False
2050_0.8_1.8.png,-0.15572357177734375,-0.13087844848632812,-0.024845123291015625,False,False,False
2051_0.92_0.92.png,-0.091400146484375,-0.0159454345703125,-0.0754547119140625,False,False,False
2057_0.86_0.85.png,0.047756195068359375,0.031749725341796875,0.0160064697265625,True,False,False
2061_0.79_1.72.png,0.3789787292480469,0.3325080871582031,0.04647064208984375,True,False,False
2063_0.76_1.8.png,0.4717369079589844,0.4017143249511719,0.0700225830078125,True,False,False
2069_0.7_1.18.png,0.06890487670898438,0.06412124633789062,0.00478363037109375,True,False,False
2070_0.86_0.78.png,-0.18325042724609375,-0.22544479370117188,0.042194366455078125,True,True,False
2071_0.63_1.21.png,-0.20713043212890625,-0.3511848449707031,0.14405441284179688,True,False,False
2072_0.87_1.18.png,0.3771781921386719,0.32622528076171875,0.050952911376953125,True,False,False
2073_0.87_1.93.png,0.29358673095703125,0.18795013427734375,0.1056365966796875,True,False,False
2074_0.71_0.74.png,0.2450714111328125,0.5259933471679688,-0.28092193603515625,False,False,False
2076_0.85_1.77.png,0.3159980773925781,0.2558784484863281,0.06011962890625,True,False,False
2079_0.62_1.17.png,0.5866355895996094,0.8446884155273438,-0.2580528259277344,False,False,False
2080_0.53_1.58.png,0.093963623046875,0.24180221557617188,-0.14783859252929688,False,False,False
2087_0.72_1.14.png,0.15464401245117188,0.1785736083984375,-0.023929595947265625,False,False,False
2094_0.56_1.05.png,0.2571868896484375,0.36397552490234375,-0.10678863525390625,False,False,False
2096_0.77_1.76.png,0.14442825317382812,0.16823959350585938,-0.02381134033203125,False,False,False
2109_0.56_1.42.png,0.3469276428222656,0.5561256408691406,-0.209197998046875,False,False,False
2111_0.68_1.03.png,0.4023704528808594,0.696807861328125,-0.2944374084472656,False,False,False
2114_0.9_1.51.png,0.18051910400390625,0.2039794921875,-0.02346038818359375,False,False,False
2115_0.75_1.52.png,0.4952049255371094,0.5235862731933594,-0.02838134765625,False,False,False
2119_0.54_1.47.png,0.46186065673828125,0.43566131591796875,0.0261993408203125,True,False,False
2121_0.73_0.63.png,0.22078323364257812,0.6522636413574219,-0.43148040771484375,False,False,False
2123_0.66_0.89.png,0.607421875,1.36749267578125,-0.76007080078125,False,False,False
2126_0.75_0.91.png,0.5216751098632812,0.5871124267578125,-0.06543731689453125,False,False,False
212_0.71_1.94.png,-0.17145156860351562,-0.22327423095703125,0.051822662353515625,True,True,False
2132_0.76_1.7.png,0.48891448974609375,0.5352287292480469,-0.046314239501953125,False,False,False
2135_0.51_1.0.png,0.1787261962890625,0.23119735717773438,-0.052471160888671875,False,False,False
2140_0.55_0.94.png,0.5848388671875,0.9847908020019531,-0.3999519348144531,False,False,False
2141_0.55_0.57.png,0.1165924072265625,0.5366783142089844,-0.4200859069824219,False,False,False
2144_0.54_1.03.png,0.47356414794921875,0.6435089111328125,-0.16994476318359375,False,False,False
2145_0.59_1.25.png,0.2543296813964844,0.3267936706542969,-0.0724639892578125,False,False,False
2150_0.89_1.44.png,0.04569244384765625,0.046947479248046875,-0.001255035400390625,False,False,False
2151_0.78_0.51.png,0.027004241943359375,0.22565460205078125,-0.19865036010742188,False,False,False
2156_0.71_1.75.png,0.5379524230957031,0.57550048828125,-0.037548065185546875,False,False,False
215_0.58_0.63.png,0.019855499267578125,0.1510009765625,-0.13114547729492188,False,False,False
2163_0.52_1.35.png,0.5924644470214844,0.5008659362792969,0.0915985107421875,True,False,False
2176_0.54_1.82.png,-0.01764678955078125,-0.1139678955078125,0.09632110595703125,True,False,False
2179_0.63_0.92.png,0.4747810363769531,0.47243499755859375,0.002346038818359375,True,False,False
217_0.79_0.54.png,-0.0189056396484375,-0.3623161315917969,0.3434104919433594,True,True,False
2190_0.51_0.51.png,-0.0053253173828125,-0.6239547729492188,0.6186294555664062,True,True,False
2195_0.53_1.24.png,0.06894302368164062,0.12451553344726562,-0.055572509765625,False,False,False
2204_0.99_1.22.png,-0.000865936279296875,-0.0708465576171875,0.06998062133789062,True,False,False
2207_0.53_1.2.png,-0.47118377685546875,-0.6373100280761719,0.16612625122070312,True,False,False
220_0.56_1.69.png,-0.27870941162109375,-0.09440994262695312,-0.18429946899414062,False,False,True
2216_0.58_1.17.png,0.19141387939453125,0.288177490234375,-0.09676361083984375,False,False,False
2220_0.92_1.02.png,0.03082275390625,0.2110137939453125,-0.1801910400390625,False,False,False
2231_0.71_0.89.png,0.01950836181640625,-0.04677581787109375,0.0662841796875,True,False,False
2234_0.76_1.1.png,-0.028057098388671875,-0.002506256103515625,-0.02555084228515625,False,False,False
2235_0.91_1.78.png,0.039730072021484375,0.0388946533203125,0.000835418701171875,True,False,False
2244_0.77_1.02.png,-0.2844696044921875,-0.2895927429199219,0.005123138427734375,True,False,False
2247_0.9_1.37.png,-0.051944732666015625,-0.045230865478515625,-0.0067138671875,False,False,False
2250_0.67_1.7.png,0.202789306640625,0.1418609619140625,0.0609283447265625,True,False,False
2259_0.79_0.9.png,0.01453399658203125,0.0164794921875,-0.00194549560546875,False,False,False
2262_0.79_1.73.png,0.022006988525390625,0.022064208984375,-5.7220458984375e-05,False,False,False
2264_0.66_1.54.png,-0.20818710327148438,-0.11065673828125,-0.09753036499023438,False,False,True
2265_0.72_1.34.png,-0.133636474609375,-0.027561187744140625,-0.10607528686523438,False,False,False
2269_0.52_1.13.png,0.044189453125,0.1346282958984375,-0.0904388427734375,False,False,False
226_0.56_0.7.png,-0.05637359619140625,-0.21197128295898438,0.15559768676757812,True,True,False
2271_0.6_1.89.png,-0.17647552490234375,-0.04107666015625,-0.13539886474609375,False,False,False
2277_0.69_0.53.png,-0.007884979248046875,-0.12326812744140625,0.11538314819335938,True,False,False
2279_0.82_0.88.png,-0.013935089111328125,-0.072998046875,0.059062957763671875,True,False,False
2282_0.93_1.05.png,0.13805770874023438,0.13801956176757812,3.814697265625e-05,True,False,False
2283_0.58_1.18.png,0.18915939331054688,0.41387939453125,-0.22472000122070312,False,False,False
228_0.81_0.73.png,0.013271331787109375,-0.02202606201171875,0.035297393798828125,True,False,False
2290_0.92_1.28.png,0.1975555419921875,0.12268829345703125,0.07486724853515625,True,False,False
2292_0.82_1.71.png,0.23228073120117188,0.15165328979492188,0.08062744140625,True,False,False
2294_1.0_1.16.png,0.19541168212890625,0.19630813598632812,-0.000896453857421875,False,False,False
2298_0.55_1.86.png,-0.11397933959960938,-0.2383575439453125,0.12437820434570312,True,True,False
229_0.93_1.79.png,0.0056915283203125,0.0056304931640625,6.103515625e-05,True,False,False
2305_0.57_1.54.png,0.6106643676757812,0.5406494140625,0.07001495361328125,True,False,False
2307_0.75_1.96.png,0.5099639892578125,0.4126548767089844,0.09730911254882812,True,False,False
2310_0.9_1.71.png,-0.00553131103515625,0.21715164184570312,-0.22268295288085938,False,False,False
