name,d7c_psnr_delta,control_psnr_delta,d7c_minus_control_psnr_delta,d7c_better,d7c_safer_at_le_0p2,control_safer_at_le_0p2
1002_0.73_1.47.png,-0.0653076171875,-0.13555145263671875,0.07024383544921875,True,False,False
1007_0.68_1.25.png,-0.1587677001953125,-0.2263641357421875,0.067596435546875,True,True,False
1012_0.85_1.28.png,-0.01953125,0.1395416259765625,-0.1590728759765625,False,False,False
1016_0.8_1.72.png,0.023242950439453125,-0.13088226318359375,0.15412521362304688,True,False,False
1022_0.66_1.05.png,-0.009403228759765625,-0.03298187255859375,0.023578643798828125,True,False,False
1023_0.5_1.87.png,-0.21267318725585938,-0.42404937744140625,0.21137619018554688,True,False,False
1029_0.71_0.56.png,-0.031982421875,-0.4163551330566406,0.3843727111816406,True,True,False
103_0.75_1.59.png,0.011201858520507812,0.08396148681640625,-0.07275962829589844,False,False,False
1042_0.91_0.56.png,-0.032176971435546875,0.07195281982421875,-0.10412979125976562,False,False,False
1045_0.58_1.58.png,-0.23456954956054688,-0.12173080444335938,-0.1128387451171875,False,False,True
1060_0.94_1.09.png,0.067779541015625,0.11504364013671875,-0.04726409912109375,False,False,False
1064_0.54_0.97.png,0.00179290771484375,-0.005767822265625,0.00756072998046875,True,False,False
1072_0.58_0.58.png,-0.001850128173828125,-0.20613479614257812,0.20428466796875,True,True,False
1073_0.51_0.98.png,0.10748672485351562,0.8627891540527344,-0.7553024291992188,False,False,False
1075_0.76_1.99.png,0.08687973022460938,0.06278228759765625,0.024097442626953125,True,False,False
1080_0.59_1.22.png,0.2038726806640625,0.40230560302734375,-0.19843292236328125,False,False,False
1083_0.67_0.81.png,0.038646697998046875,0.126922607421875,-0.08827590942382812,False,False,False
1090_0.54_0.58.png,-0.016078948974609375,-0.35045623779296875,0.3343772888183594,True,True,False
1096_0.72_0.86.png,0.4041786193847656,0.38118743896484375,0.022991180419921875,True,False,False
1098_0.8_0.51.png,-0.000133514404296875,0.18152236938476562,-0.1816558837890625,False,False,False
1099_0.54_1.76.png,0.043670654296875,0.16986083984375,-0.126190185546875,False,False,False
1102_0.65_0.94.png,0.0582275390625,0.16854476928710938,-0.11031723022460938,False,False,False
110_0.55_1.08.png,-0.10583877563476562,0.0045928955078125,-0.11043167114257812,False,False,False
1113_0.9_0.52.png,-0.09519577026367188,-0.18330001831054688,0.088104248046875,True,False,False
1122_0.94_0.53.png,0.024616241455078125,-0.07396316528320312,0.09857940673828125,True,False,False
1124_0.74_1.17.png,-0.022480010986328125,-0.024883270263671875,0.00240325927734375,True,False,False
1134_0.69_1.2.png,-0.14703750610351562,-0.17560958862304688,0.02857208251953125,True,False,False
1140_0.67_1.42.png,0.032238006591796875,0.6822395324707031,-0.6500015258789062,False,False,False
1143_0.73_1.33.png,-0.20354461669921875,-0.04419708251953125,-0.1593475341796875,False,False,True
1145_0.9_1.2.png,-0.002361297607421875,-0.01026153564453125,0.007900238037109375,True,False,False
1146_0.89_0.87.png,0.00035858154296875,0.036426544189453125,-0.036067962646484375,False,False,False
114_0.75_1.45.png,-0.07482528686523438,-0.06803131103515625,-0.006793975830078125,False,False,False
1150_0.8_1.27.png,0.1451416015625,0.11946868896484375,0.02567291259765625,True,False,False
1155_0.63_1.27.png,0.12160110473632812,0.22484588623046875,-0.10324478149414062,False,False,False
1162_0.65_1.7.png,-0.24411773681640625,-0.18601608276367188,-0.058101654052734375,False,False,True
1164_0.79_1.96.png,-0.13507843017578125,-0.12012100219726562,-0.014957427978515625,False,False,False
1168_0.56_0.69.png,0.0260467529296875,0.28336334228515625,-0.25731658935546875,False,False,False
116_0.64_1.08.png,-0.032878875732421875,-0.10312652587890625,0.07024765014648438,True,False,False
1170_0.71_1.78.png,-0.14461135864257812,-0.11045074462890625,-0.034160614013671875,False,False,False
1179_0.56_1.96.png,0.14868545532226562,0.5441741943359375,-0.3954887390136719,False,False,False
1187_0.82_1.57.png,-0.25302886962890625,-0.14820480346679688,-0.10482406616210938,False,False,True
119_0.6_1.7.png,-0.0790252685546875,-0.1826171875,0.1035919189453125,True,False,False
1200_0.97_0.52.png,0.027124404907226562,0.16106033325195312,-0.13393592834472656,False,False,False
1205_0.78_1.01.png,0.06473922729492188,0.038043975830078125,0.02669525146484375,True,False,False
1208_0.63_0.83.png,0.07666015625,0.059986114501953125,0.016674041748046875,True,False,False
1211_0.88_1.93.png,-0.055637359619140625,-0.06774330139160156,0.012105941772460938,True,False,False
1231_0.98_1.26.png,0.02696990966796875,-0.00513458251953125,0.0321044921875,True,False,False
123_0.94_1.22.png,-0.001682281494140625,-0.13071441650390625,0.12903213500976562,True,False,False
1240_0.64_0.5.png,-0.034137725830078125,-0.3297920227050781,0.295654296875,True,True,False
1246_0.62_2.0.png,0.058414459228515625,-0.041637420654296875,0.1000518798828125,True,False,False
1250_0.57_0.61.png,0.0238494873046875,0.3528900146484375,-0.32904052734375,False,False,False
1254_0.97_1.31.png,-0.1602935791015625,0.04228973388671875,-0.20258331298828125,False,False,False
1263_0.9_1.41.png,-0.0017547607421875,-0.09437942504882812,0.09262466430664062,True,False,False
1266_0.96_1.34.png,-0.12518310546875,-0.15867996215820312,0.033496856689453125,True,False,False
126_0.75_1.47.png,-0.0035648345947265625,0.05272102355957031,-0.056285858154296875,False,False,False
1271_0.65_1.66.png,-0.08164596557617188,-0.220245361328125,0.13859939575195312,True,True,False
1281_0.89_0.85.png,0.0080718994140625,0.036808013916015625,-0.028736114501953125,False,False,False
1282_0.62_0.6.png,0.026203155517578125,0.25176239013671875,-0.22555923461914062,False,False,False
1292_0.66_1.45.png,0.06734466552734375,0.0178680419921875,0.04947662353515625,True,False,False
1297_0.99_0.69.png,0.08719253540039062,0.05770111083984375,0.029491424560546875,True,False,False
129_0.95_1.3.png,0.04700469970703125,-0.12461090087890625,0.1716156005859375,True,False,False
1305_1.0_1.54.png,-0.31075286865234375,-0.3875923156738281,0.07683944702148438,True,False,False
1306_0.6_0.6.png,0.0,0.09495925903320312,-0.09495925903320312,False,False,False
1308_0.84_1.04.png,-0.06855010986328125,-0.02362060546875,-0.04492950439453125,False,False,False
1322_0.64_1.06.png,-0.0294342041015625,-0.09357833862304688,0.06414413452148438,True,False,False
1323_0.89_0.88.png,-0.18672943115234375,-0.21955490112304688,0.032825469970703125,True,True,False
1324_0.55_1.43.png,-0.07446670532226562,-0.22793197631835938,0.15346527099609375,True,True,False
1326_0.77_0.97.png,0.018314361572265625,0.001071929931640625,0.017242431640625,True,False,False
1341_0.94_0.51.png,-0.049716949462890625,0.010364532470703125,-0.06008148193359375,False,False,False
1347_0.75_1.79.png,-0.07517242431640625,0.02154541015625,-0.09671783447265625,False,False,False
136_0.6_1.01.png,-0.09851455688476562,-0.2682037353515625,0.16968917846679688,True,True,False
1376_0.65_1.6.png,-0.0457000732421875,0.0641021728515625,-0.10980224609375,False,False,False
1377_0.5_0.79.png,-0.0085296630859375,-0.45558929443359375,0.44705963134765625,True,True,False
1380_0.67_1.78.png,-0.15807342529296875,-0.22878265380859375,0.070709228515625,True,True,False
1386_0.99_1.78.png,-0.13327407836914062,-0.06966400146484375,-0.06361007690429688,False,False,False
1397_0.94_0.79.png,-0.0541839599609375,-0.1017913818359375,0.047607421875,True,False,False
