checkpoint_label,present,score,pass_count,check_count,all_checks_pass,decision,regular_mean_psnr_delta,regular_hard_bottom25_psnr_delta,regular_easy_top25_psnr_delta,regular_mean_ssim_delta,regular_positive_ratio,regular_worst_count_delta_le_-0p20,regular_strong_regression_ratio,hard_mean_psnr_delta,hard_hard_bottom25_psnr_delta,hard_easy_top25_psnr_delta,hard_mean_ssim_delta,hard_positive_ratio,hard_worst_count_delta_le_-0p20,hard_strong_regression_ratio
model_5,True,-17.82488413174947,0,9,False,DIAGNOSTIC_ONLY,-1.2069508298238119,-0.7791534169514974,-1.7872807312011718,-0.0011239208777745564,0.14333333333333334,245.0,0.9333333333333333,-0.6351528358459473,-0.7159891764322917,-0.5989431762695312,-0.001252554456392924,0.21333333333333335,209.0,0.72
model_10,True,-26.228204343954726,0,9,False,DIAGNOSTIC_ONLY,-3.3122530810038247,-1.9563236236572266,-4.667914021809896,-0.0036097888151804605,0.05,281.0,1.0,-1.8712677892049154,-1.7619525146484376,-2.1504446411132814,-0.00374107817808787,0.11,262.0,0.88
model_15,True,-32.53397453212738,0,9,False,DIAGNOSTIC_ONLY,-5.376304423014323,-3.09560183207194,-7.392627410888672,-0.00700555404027303,0.01,294.0,1.0,-3.1589532407124836,-2.7480462900797527,-3.8510635884602866,-0.00703899105389913,0.06333333333333334,278.0,0.9466666666666667
model_20,True,-38.57428760194778,0,9,False,DIAGNOSTIC_ONLY,-7.338898817698161,-4.467885564168294,-9.703008041381835,-0.011853899161020915,0.0033333333333333335,298.0,1.0,-4.660578047434489,-3.9871732584635415,-5.6263783009847,-0.011845492323239644,0.03,289.0,0.96
Best,True,-6.044726029237112,1,9,False,DIAGNOSTIC_ONLY,-0.05379788080851237,-0.11259061177571615,-0.03916376749674479,-9.98606284459432e-05,0.4,84.0,0.5333333333333333,-0.07751077016194662,-0.10244598388671874,-0.011371968587239583,-0.00013292431831359863,0.30666666666666664,87.0,0.52
Final,True,-38.57428777837753,0,9,False,DIAGNOSTIC_ONLY,-7.3388989067077635,-4.467885564168294,-9.703008219401042,-0.011853899161020915,0.0033333333333333335,298.0,1.0,-4.6605780283610025,-3.9871732584635415,-5.6263783009847,-0.011845492720603944,0.03,289.0,0.96
